city,holc_region,holc_id,holc_grade,inhabitants_pop_trend,inhabitants_occupation,inhabitants_foreign_pct_predominating,inhabitants_negro,inhabitants_infiltration,buildings_predominating_pct,buildings_type,buildings_construction,buildings_avg_age,buildings_repair,buildings_occupancy_pct,buildings_ownership_pct,buildings_1935_price_range_pct,buildings_1937_price_range_pct,buildings_1939_price_range_pct,buildings_sales_demand,buildings_price_trend,buildings_1935_rent_range_pct,buildings_1937_rent_range_pct,buildings_1939_rent_range_pct,buildings_rental_demand,buildings_rental_trend,buildings_constructed_past_yr,buildings_overhang_holc,buildings_overhang_institutions,buildings_sales_yrs,buildings_sales_holc,buildings_sales_institutions,mortgage_avial,tax_rate_yr,tax_rate_per_1000,area_description,name_location_grade_number,note
Los Angeles,Los Angeles County,B106,B,Rapidly N/A N/A,"Business and professional men, white collar clericals, skilled artisans, etc. Income $1800-3000",Few None subversive,0,None apparent,80 N/A,5 and 6 rooms 7 rooms 10%,"Frame and stucco Apts. and multi-fam 3%, 8 rooms and over 7%",5 years N/A,Good N/A,98% N/A,85% N/A,3750-5000 N/A,4000-5500 N/A N/A N/A,1939 4000-5500 N/A N/A N/A,Fair to good N/A,Static N/A,30-45 N/A,35-50 N/A N/A N/A,1939 35-50 N/A N/A N/A,Good N/A,Static N/A,75 5-7 rooms $4500-7500 Moderately,0,Few,3,0,0,Ample,7-1938,47.58,"Terrain: Low lying level. Heavy adobe soil results in some construction hazards. Land improved 65%. Deed restrictions, while lacking in some respects, govern improvements and provide protection against subversive racial elements. Conveniences are all readily available. Some streets in western part not yet improved. That part of area is a very recent development, having only 15 dwellings completed with 35 more in process of construction. There is quite a little activity in the eastern section also. New improvements are quite generally financed by GHA Title II insured loans and construction is of good to extra standard quality. Maintenance and architectural designs are of excellent quality and population is homogeneous. There are four small apartment houses in the older section which are designed to conform to single-family improvements. Land values range from $20 per front foot upward, which is considered somewhat high for the location. Desirability is on the upgrade and 7 room stuccos with 2 baths are selling for as high as $7500. The area hardly warrants a first grade but is given a “high blue” designation.",Whittier Suburb 2nd + B-106 4-26-39,
Los Angeles,Los Angeles County,B107,B,Rapidly N/A N/A,"Local business and professional men, retired people, white collar workers, skilled artisans, etc. Income $1500-2400 and up",Few None subversive,0,None apparent,90 10,4 and 5 rooms Larger dwellings,Frame and stucco N/A,3 years N/A,Fair to good N/A,98% N/A,90% N/A,No basis N/A,3000-4000 N/A N/A N/A,1939 3000-4000 N/A N/A N/A,Good N/A,Static N/A,- N/A,25-40 N/A N/A N/A,1939 25-40 N/A N/A N/A,Good N/A,Static N/A,50 4 and 5 rooms $3250-4250 Rapidly,0,0,3,0,Few,Ample (FHA),7-1938,40.61,"Terrain: Level; no construction hazards. Many attractive homesites among citrus groves. Land improved 45%. Deed restrictions cover building costs, provide uniform setbacks and protect from subversive racial elements. Conveniences including rapid interurban transportation to Los Angeles, are readily available. All streets are not improved and sewers are lacking. This is a recent subdivision placed on the market within the past 5 years, and promoted as a rural suburban district of Los Angeles. Development under the influence of FHA Title II financing, has been moderately active and has resulted in fairly rapid growth. Construction is of standard quality. Maintenance bids fair to be of good character. Architectural designs are in keeping with the citrus grove environment and is appealing. Population, many of whom are employed in Los Angeles or are retired people are attracted by the moderately priced large homesites, is homogeneous. Lots are stabilized at prices ranging from $10 to $15 per front foot. A number of the improvements are large and older, being the orchard homes of original owners. Improvements along 7th St. and in southern part of area are less uniform in character and are generally less attractive. Indications are that this district has not as yet reached its peak of activity and will further expand to the north and west. This is the best and most promising part of Downey and is accorded a “medial blue” grade.",Downey 2nd B-107 5-1-39,
Los Angeles,Los Angeles County,B108,B,Slowly N/A N/A,"Business and professional men, retired people, Jr. executives etc. ",0 -,0,None apparent,90 N/A,5 and 6 rooms N/A,"Frame, stucco and masonry N/A",5 years N/A,Good N/A,98% N/A,95% N/A,4000-5000 N/A,4250-5500 N/A N/A N/A,1939 4250-5500 N/A N/A N/A,Fair N/A,Static N/A,Not a rental neighborhood N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,Good N/A,Static N/A,3 6 rooms $6000-6500 Owner built,1,Few,3,2,0,N/A,8-1939,40.61,"Terrain: Level; no construction hazards; good soil. Land improved 75%. Deed restrictions provide for uniformity of improvements and setbacks. Protect against subversive racial elements. Conveniences, including rapid interurban transportation to Los Angeles, are all readily available. This area was subdivided some 10 years ago and was quite active for a brief period. It was largely dormant during the depression years but, under influence of FHA financing, became fairly active again some 3 years ago, but building has apparently again slackened during the past year. Construction, maintenance and architectural designs are above average in quality. Population and improvements give the impression of harmony ad there is evident pride of ownership, and the surrounding citrus orchards also lend a certain charm. Regardless of all of those favorable factors the area seems to lack popular appeal, probably for the reason that it is strung along a single street which is heavily traveled artery. Competition with the well promoted new area to the west of Downey may also be an adverse influence. The area gives the impression of being a misplaced development, and in the absence of intelligent promotional effort, it is thought that it will decreasing considerably in desirability within the next ten years. It is therefore accorded a “low blue” grade.",Downey 2nd - B-1008 5-1-39,
Los Angeles,Los Angeles County,B109,B,Rapidly N/A N/A,"Minor factory officials, professional and business men and skilled artisans. Income $1800-3600",0 -,0,None apparent,95 5,5 and 6 rooms Larger and older singles,Stucco N/A,1 year N/A,Good N/A,99% N/A,90% N/A,- N/A,None built N/A N/A N/A,1939 4600-6000 N/A N/A N/A,Good N/A,Static N/A,No record of any rentals in this area which is very new N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,N/A N/A,Static N/A,140 5 and 6 rooms $4600-6000 Readily,0,0,3,3,0,Ample,7-1938,47.2,"Terrain: Level, no construction hazards. Land improved 50%. Deed restrictions provide for minimum improvement cost of $3000, uniform setbacks and racial protections in perpetuity. Zoning is single-family residential. Conveniences are all available but not as yet readily so. Transportation is inadequate. Many streets are still unimproved. With the exception of a few older residences in eastern part, this area is a new subdivision which has been placed upon the market within the past 3 years, and it said to be one of the most successful promotional efforts which has been initialed under FHA Title II financing. Construction is of good standard quality and maintenance bids fair to be of high character. Architectural designs are attractive and harmonious. Population is homogenous. Improvements occupy lots 50’ x 120’ and streets are inclined to be narrow with limited parking strips, which has the effect of giving the area a somewhat crowded aspect. It is said to be the policy of the subdividers to make no sales to persons having incomes less than $1800 per year. Lot values range from $17.50 to $20 per front foot and are said to be selling readily. Indications are that development will continue at a rapid pace. The location is somewhat isolated and patter of district is not as yet definitely established. Therefore a grade of “low blue” is assigned.",Norwell Park City of Bell 2nd - B-109 3-15-39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for this hazard.
Los Angeles,Los Angeles County,B110,B,Rapidly N/A N/A,"Business and professional men, minor executives, skilled artisans, etc. Income $1800-3600 and up",Few None subversive,0,None apparent,95 N/A,5 and 6 rooms N/A,Frame and stucco N/A,6 years N/A,Good N/A,99% N/A,80% N/A,4000-5000 N/A,4250-5500 N/A N/A N/A,1939 4250-5500 N/A N/A N/A,Good N/A,Static N/A,30-40 N/A,35-45 N/A N/A N/A,1939 35-45 N/A N/A N/A,Good N/A,Static N/A,75 5 and 6 rooms $4750-6250 Readily,0,0,3,3,Few,Ample,7-1938,52.8,"Terrain: Level with no construction hazards. Land improved 75%. Deed restrictions limit improvements to single-family dwellings, provide uniform “setbacks” and protect against racial hazards. Conveniences are all readily available. This is the newer section of Walnut Park and, under stimulus of FHA Title II financing, has developed very rapidly during the past several years. Construction is of good standard quality, with maintenance showing high pride of occupancy. Architectural designs are attractive and harmonious. Population is homogeneous. Location is desirable with no detrimental influences. This is the most popular and best residential district in this whole section and easily qualifies for a “medial blue” grade.",Walnut Park 2nd B-110 3-16-39,
Los Angeles,Los Angeles County,B111,B,Rapidly N/A N/A,"Local business and professional men, minor officials, white collar workers, skilled artisans, etc. Income $1500-2400 up",Few None subversive,0,None apparent,90 N/A,5 rooms N/A,Stucco N/A,7 years N/A,Fair to good N/A,98% N/A,60% N/A,Mattoon Districts preclude estimating price range before 1938 N/A,N/A N/A N/A N/A,1939 3500-4500 N/A N/A N/A,Good N/A,Static N/A,20-30 N/A,25-35 N/A N/A N/A,1939 25-35 N/A N/A N/A,Good N/A,Static N/A,250 5 rooms $3500-4500 Readily,1,Few,3,3,Many,Ample,7-1938,48.88,"Terrain: Level, no construction hazards. Land improved 65%. Deed restrictions, with the exception of protection against racial hazards, are inadequate and in some parts non-existent. Zoning is mixed, but pattern is predominantly single-family residential. Conveniences are reasonably available with exception of transportation which is inadequate and expensive. However, this handicap is said to be in process of being overcome. This is the best part of the incorporated town of Southgate, development of which began between 15 and 20 years ago. This area was overburdened with overlapping Ad Valorem tax districts, which retarded development until the bonds were redeemed and an adjustment made in the early part of 1938. Since then building activity, under stimulus of FHA Title II financing, has been very great, particularly in southwest portion, and a complete reversal of trend has taken place. Construction of older dwellings were of only fair standard quality, but current building is of much higher quality. Maintenance is generally of good character. Owing to a wide differential in age and architectural designs, the area has a somewhat heterogeneous aspect. Population is inclined to be homogeneous. The area is primarily a higher income workingman’s district and is admirably located for such use. It is felt that the present upward trend will continue and upon this basis the area is accorded a “low blue” grade.",Southgate 2nd - B-111 3-16-39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for this hazard.
Los Angeles,Los Angeles County,B112,B,Rapidly N/A N/A,"Local business, public officials, skilled artisans, factory executives, etc. Income $1800-3000",Few None subversive,0,None apparent,95 N/A,5 and 6 rooms N/A,Frame and stucco N/A,2 years N/A,Good N/A,99% N/A,90% N/A,None existed N/A,4000-5500 N/A N/A N/A,1939 4000-5500 N/A N/A N/A,Good N/A,Static N/A,None rented N/A,35-45 N/A N/A N/A,1939 35-45 N/A N/A N/A,Good N/A,Static N/A,200 5 and 6 rooms $4250-5750 Readily,1,0,3,1,0,Ample,7-1938,52.7,"Terrain: Level with favorable grades. No construction hazards. Land improved 55%. Deed restrictions are ample and include protection against racial hazards. Conveniences are all readily available. This area was subdivided some years ago, but active development has only been under way for the past several years. Since that time it has been more or less of a “hot spot”. Construction runs from medium to good standard quality; while character of maintenance has not yet been established, indication are that it will show pride of ownership. Architectural designs are generally attractive, but seem to lack harmony. This, however, may be on account of the large amount of new construction under way. Although 55% developed, the definite pattern of the area is not as yet clearly defined and final grade may be higher than the “medial blue” assigned.",Southwest 2nd B-112 3-14-39,
Los Angeles,Los Angeles County,B113,B,Rapidly N/A N/A,"Local business and professional people, white collar workers, skilled artisans, etc. Income $1500-3000",Few None subversive,0,None apparent,90 10,5 rooms 4 rooms,Frame and stucco Frame and stucco,3 years 1 year,Good Good,98% 98%,90% 95%,3750-4000 N/A,4000-4500 N/A N/A N/A,1939 4000-4500 N/A N/A N/A,Good N/A,Static N/A,27.50-35.00 N/A,30.00-40.00 N/A N/A N/A,1939 30.00-40.00 N/A N/A N/A,Good N/A,Static N/A,175 4 and 5 rooms $2750-4250 Readily,2,Few,3,2,Few,Ample (FHA),1937-8,52.05 County $37.80 - City $14.25,"Terrain: Level, no construction hazards. Land improved 80%. Deed restrictions protect against racial hazards, govern setbacks and control improvements in a loose way. Zoning is single-residential. Transportation is by bus on Atlantic Ave. Schools of all grades are good and conveniently available. Churches, recreational area and trading centers are reasonably available. This is a recent development, being predicated upon the FHA Title II financing. Construction is of standard quality. Maintenance shows pride of ownership. Architectural designs are harmonious, and population is homogeneous. Street paving is not as durable as it should be. The southern extension of this area is known as “Atlantic Village”, where 24 new dwellings (4 rooms but sold as 5 rooms) have recently been constructed on a modified “bungalows court” plan; homesites being small, but platted on the parked district idea with narrow winding thoroughfares and not around a common court. Lack of privacy is apparently an objectionable feature. However, this particular tract has seemingly found ready sale at prices of from $2800 to $4000. Indications are that this area as a whole will expand to the north and east. While there is evidence of an upward trend in the area, it is not thought to warrant better than a “low blue” grade.",Houghton Park and Atlantic Village 2nd - B-113 5-3-39,
Los Angeles,Los Angeles County,B114,B,Slowly N/A N/A,"Busines and professional men, retired people, oil company executives, etc. Income $2000-5000 and up",0 -,0,None apparent,90 N/A,8 rooms and up N/A,"Frame, stucco and masonry N/A",18 years N/A,Fair to good N/A,98% N/A,95% N/A,5000 and up N/A,6000 and up N/A N/A N/A,1939 6000 and up N/A N/A N/A,Fair N/A,Static N/A,45 and up N/A,50 and up N/A N/A N/A,1939 50 and up N/A N/A N/A,Fair to good N/A,Static N/A,"15 6 to 8 rooms $5000-10,000 Owner built",2,Few,3,0,Few,Ample,7-1938,52.5,"Terrain: Level, no construction hazards. Land improved 75%. Highly deed restricted both as to improvements and racial qualifications. Zoned single-family residential. Conveniences are only reasonably available. Transportation is limited to bus service and private conveyance. Trunk sewers are not all in. This area, which occupies a bench overlooking the Virginia Country Club, is upward of 20 years old. It was dormant for a number of years but, under stimulus of FHA Title II financing and rapid development of adjacent areas to the east, it has become mildly active during the past few years. Construction of both old and new improvements is of standard quality or better. Maintenance, while a little spotted, is generally good. Population is homogeneous and many improvements are of mansion type with well-kept grounds. Architectural designs, however, differ greatly and are not harmonious. Some of the old homes lack paint and look slightly “frayed”. Proximity to oil wells is detrimental factor, on account of odors when wind is form their direction. Otherwise the area has an excellent location. Adjacence to Virginia Country Club is a favorable influence. The comparatively large amount of vacant land in the area and quality of new improvements indicates the possibility of an upward trend; however, lack of proper sewerage system, couple with spotted maintenance precludes a better rating than “medial blue”.",Virginia Country Club - Long Beach 2nd B-114 5-3-39,
Los Angeles,Los Angeles County,B115,B,Rapidly N/A N/A,"Professional and business men, minor oil well executives, white collar workers, etc. Income $2500-5000",Few None subversive,0,None apparent,90 N/A,5 and 6 rooms N/A,Frame and stucco N/A,7 years N/A,Good N/A,98% N/A,75% N/A,3500-5000 N/A,4000-5750 N/A N/A N/A,1939 4000-5750 N/A N/A N/A,Good N/A,Static N/A,35-45 N/A,40-50 N/A N/A N/A,1939 40-50 N/A N/A N/A,Good N/A,Static N/A,40 5 and 6 rooms $4500-6500 Owner built,0,Few,3,0,Few,Ample (FHA),1937-8,52.50 County $37.80 - City $14.70,"Terrain: Level with favorable grades. No construction hazards. Land improved 85%. Partially, at least, deed restricted both as to improvements and racial hazards. Zoning is single-family residential. Conveniences are only reasonably available with transportation limited to bus service. Some of the street imrpovements are not up to standard. This area has been developed within the past 15 years, but has had its greatest activity during the past few years under stimulus of FHA Title II financing. Construction is of standard quality. Maintenance is good character, and architectural designs are generally harmonious. Population is homogeneous. Improvements are somewhat better quality north of Bixby Road between California and Long Beach Blvds. Discontinuance of oil well drilling to the east will benefit this district and encourage better quality improvements both to the east and north. Parts of this area might be entitled to a “low green” grade were it not for proximity to oil wells and refineries to the south. Near ness to the Virginia Country Club and higher grade area to the north are favorable influences. The area is thought to have a favorable expectancy and is assigned a “medial blue” grade.",North Long Beach 2nd B-115 5-3-39,
Los Angeles,Los Angeles County,B116,B,N/A N/A Yes,"Business and professional men, retired people, minor executives, etc. Income $3000-5000 and up",0 -,0,None apparent,90 N/A,5 to 7 rooms N/A,Frame and stucco N/A,3 years N/A,Good N/A,97% N/A,80% N/A,4000-7000 N/A,4500-7500 N/A N/A N/A,1939 4000-7000 N/A N/A N/A,Poor (see below) N/A,"Static "" "" N/A",35-50 N/A,40-60 N/A N/A N/A,1939 35-50 N/A N/A N/A,Poor (see below) N/A,"Static "" "" N/A",0 - -,0,Few,3,0,Few,Limited,7-1938,53.4,"Terrain: Hilltop and slopes. No construction hazards. Land improved 35%. Deed restrictions govern improvements and protect against subversive racial elements. Conveniences are only reasonably available. Street paving is substandard and sewers are lacking. This is a post-depression subdivision, occupying a low hill overlooking a city park and golf links. It was quite popular and was developing rapidly until drilling for oil commenced just east of this area. This stopped activity and caused a slump in values. It is said that very recently the well “came in dry”. If further drilling is abandoned it will favorable affect the district. Construction is of high standard quality and maintenance is of good character. Population is homogeneous, and architectural designs are harmonious. Pending definite determination of oil well development the area is accorded a provisional “medial blue” grade with indications that this grade may be increased with future favorable development.",Hyde Park 2nd B-116 5-4-39,
Los Angeles,Los Angeles County,B117,B,Moderately N/A N/A,"Business and professional men, executives, retired people and senior white collar workers. Income $2500-5000 and up",Few None subversive,0,None apparent,75 N/A,"6, 7 and 8 rooms 5 rooms 10%","Frame, stucco and masonry Apts. and multi-fam. 10%",8 years Mansion type 5%,Good N/A,98% N/A,75% N/A,6500-11000 N/A,7000-12500 N/A N/A N/A,1939 7000-12500 N/A N/A N/A,Fair N/A,Static N/A,45-80 N/A,50-90 N/A N/A N/A,1939 50-90 N/A N/A N/A,Good N/A,Static N/A,50 5 to 8 rooms $5500-14000 Owner built,4,Few,3,16,Few,Ample,7-1938,53.31 County $37.80 - City $15.51,"Terrain: Level to rolling, no construction hazards. Land improved 85%. Deed restriction vary in different subdivisions, but all are said to be effective and to protect against racial hazards. Zoning is single-family residential with multi-family structures permitted in stipulated blocks. Conveniences are all readily available. This far flung area might logically be broken down into 3 or 4 smaller areas but the grade of each would be the same. That section along Ocean Blvd. is view property and improvements are generally large old residences, many of the mansion type, with a number of new high class apartment houses. In the part north of Broadway and West of Redondo improvements will average larger and older than in the section north of Livingston Drive. Some high class multi-family structures will be found in both these sections. That part of the area east of Livingston Drive and Nieto St. improvements, while of the same general class as rest of area, will average newer and a large part of the new construction has been in this section. There are a number of 4-family dwellings in this district. Construction and maintenance throughout the area are of excellent quality. Architectural designs of single and multi-family structures are harmonious. Population is harmonious pride of occupancy is very evident. Lot prices range from $40 to $1000 per front foot. Several small sections of one of two blocks in the area might be classified as first grade, but he area as a whole is definitely a “high blue” grade.",Belmont Heights 2nd + B-117 5-4-39,
Los Angeles,Los Angeles County,B118,B,Moderately N/A N/A,"Business and professional men, naval officiers, white collar workers, skilled artisans, etc. Income $2000-5000 and up",Few None subversive,0,Population grading upward,80 N/A,5 and 6 rooms 7 and 8 rooms 10%,Frame and stucco Multi-family 10%,5 years N/A,Good N/A,98% (see below) N/A,70% N/A,3500-5000 N/A,4000-5500 N/A N/A N/A,1939 4000-5500 N/A N/A N/A,Good N/A,Static N/A,30-45 N/A,35-50 N/A N/A N/A,1939 35-50 N/A N/A N/A,Fair in summer Good in winter N/A,Static N/A,65 5-8 rooms $4500-10000 Rapidly,1,Few,3,7,Few,Ample,1937-8,52.23 County $37.80 - City $15.43,"Terrain: Level elevation only few feet above sea level. In case of a tidal wave property in this area would be seriously jeopardized. No construction hazards. Land improved 70%. Deed restrictions vary but all are said to be effective and afford protection against racial hazards. Conveniences are all readily available. This area is composed of subdivisions known as “Belmont Shores” and “Naples”, both being in the nature of high grade beach resort developments. However, there are an increasing number of permanent residences being built, and the area has been very active during the past 3 or 4 years. Construction is of high standard quality and maintenance is of good character. Architectural designs are generally attractive but undersized lots and irregular platting gives parts of area a crowded aspect. Owing to lack of uniformity in size, lot values are hard to estimate; based upon a 120 ft. depth they will probably range from $25 to $50, probably more for frontages on the Rivo Alto Canal, which are 30 ft. with little depth. In spite of shifting nature population gives the impression of homogeneity. Occupancy is irregular and changes with the seasons; for the same reason rentals are not constant and brackets shown above are only nominal and are upon a yearly lease basis. Across the Marine Stadium, which borders are on the northeast, are some producing oil wells, but they are apparently not considered a detrimental factor. This are will grade from “low” to “high blue” in different parts with spots showing a “yellow” tinge. However, on the whole, there is evidently an upward trend of desirability and it is believed to merit a “medial blue” grade.",Belmont Shores and Naples 2nd B-118 5-4-39,
Los Angeles,Los Angeles County,B119,B,Rapidly N/A N/A,"Professional and business people, skilled artisans, Jr. officials, etc. Income $1800-5000",Few None subversive,0,None apparent,90 N/A,5 and 6 rooms N/A,"Frame, stucco and masonry N/A",10 years N/A,Fair to good N/A,97% N/A,65% N/A,3000-5000 N/A,3500-5500 N/A N/A N/A,1939 3500-5500 N/A N/A N/A,Good N/A,Static N/A,25-40 N/A,30-45 N/A N/A N/A,1939 35-50 N/A N/A N/A,Fair to good N/A,Static N/A,125 5 and 6 rooms $4500-6500 Moderately,0,Few,3,1,Few,Ample,7-1938,60.17,"Terrain: Level with no construction hazards. Land improved: Hatched portion 1%; balance 65%. Deed restrictions vary in different parts, largely limit to single-family, with multi-family permitted in stated locations. Zoning conforms to deed restrictions. Conveniences all readily available. This area was subdivided over 20 years ago, but most development has taken place within the past 5 years. This is the best residential section in Compton and recent construction which is of good character and amount has definitely raised the grade and increased the size of the area. While these new improvements are found throughout the area, the greatest current activity is in the section north of Rosecrans where some 75 new dwellings have recently been built. The population of the area is harmonious and architectural designs are pleasing. Improvements are generally uniform as to type and size but as to age. Maintenance is of good quality. There are a few multi-family dwellings but they do not seem to affect desirability. The hatched portion in the southern part has recently been subdivided and is to be improved with 50 single-family dwellings. The area is accorded a “medial blue” grade.",Compton 2nd B-119 3-17-39,
Los Angeles,Los Angeles County,B120,B,Rapidly N/A N/A,"Factory foremen, skilled artisans and white collar workers. Income $1500-3000",Few None subversive,0,None apparent,95 N/A,5 and 6 rooms N/A,Frame and stucco N/A,5 years N/A,Good N/A,98% N/A,65% N/A,3250-4000 N/A,3750-4500 N/A N/A N/A,1939 3750-4500 N/A N/A N/A,Good N/A,Static N/A,25-35 N/A,30-40 N/A N/A N/A,1939 30-40 N/A N/A N/A,Good N/A,Static to downward N/A,100 5 and 6 rooms $4000-5500 Rapidly,0,Few,3,0,Few,Ample,7-1938,60.17,"Terrain: Level with no construction hazards. Land improved: 10% in hatched portion; 45% in balance. Deed restricted to single-family dwellings. Zoning, single-family dwellings. Conveniences are all available. Transportation somewhat distant from eastern part. This is a comparatively new district and has been largely developed with the aid of FHA Title II financing. This has been a very active district for the past two years, but has slowed down in the past several months. This is a new area of moderately priced well-constructed homes, practically all of which have been built in the past 3 years. The population is homogeneous. Maintenance shows pride of ownership and architectural designs are harmonious. The necessity for further improvements in this area for the present is questioned. The pattern of the hatched portion has not been as yet definitely established. The area is accorded a “low blue” grade.",Southeastern Compton 2nd - B-120 3-17-39,
Los Angeles,Los Angeles County,B121,B,Moderately N/A N/A,Professional and business men and retired people. Income $1800-5000,0 -,0,-,90 N/A,5-6 rooms bungalows N/A,Stucco and frame N/A,5 years N/A,Good N/A,99% N/A,95% N/A,4250-5500 N/A,4500-6000 N/A N/A N/A,1939 4500-6000 N/A N/A N/A,Fair N/A,Static N/A,"Few, if any, rentals to be found in this area. N/A",N/A N/A N/A N/A,N/A N/A N/A N/A N/A,N/A N/A,- N/A,8 5-6 room stucco $5000-6500 Owner built,3,0,3,0,0,Ample,7-1938,52.7,"Terrain: Hillside sloping down to level seaside. No particular construction hazards. Land improved 15%. Deed restrictions are reasonably protective. Zoning is single-family residential. Conveniences are all moderately available. This is a new area which has been developed within the past 5 years there has been fair activity. The location, while somewhat isolated at present, is favorable and affords a magnificent ocean view. Construction and maintenance are of good quality. Architectural designs are of a high order and population is homogeneous. Proximity to a U.S. Military reservation, with its well-kept grounds, is a favorable influence. If development continues along present pattern the area may warrant a “low green” grade but, at present, it is thought that a “hatched blue” designation best reflects the situation.",Paseo Del Mar Hatched 2nd B-121 3-21-39,Caution: this area is currently affected in whole or in part by Ad valorem Tax District. Individual properties should be checked for this hazard.
Los Angeles,Los Angeles County,B122,B,Moderately N/A N/A,"Professional and business men, executives, skilled artisans, retired navy officers, etc. Income $2500-4000",0 -,0,None apparent,90 10,5-6 room bungalows Larger singles and few multiples,Frame and stucco N/A,10 years N/A,Good N/A,99% N/A,70% N/A,3500-4750 N/A,4000-5500 N/A N/A N/A,1939 4000-5500 N/A N/A N/A,Good N/A,Static N/A,35-45 N/A,40-50 N/A N/A N/A,1939 40-55 N/A N/A N/A,Good N/A,Stable N/A,15 5-6 room stucco $5000-6500 Owner built,0,Few,3,0,Few,Ample,7-1938,52.7,"Terrain: Level to hillside, no construction hazards. Land improved 80%. Zoning largely single-family; multi-family permitted in parts. Conveniences are all reasonably available. This area was platted and placed on the market some 20 years ago. Development was gradual until 1936 when building became quite active for a time. Location is excellent and affords a sweeping view of the harbor and Pacific Ocean. This area constitutes the best residential district of San Pedro proper. Construction and maintenance are of good quality. Architectural designs are harmonious, and population is homogeneous. The multiple family structures, both as to design and maintenance, are in keeping with the district. This area is in the line of future growth and it is thought that it will expand to the north and east and will retain its desirability for many years to come. It is therefore assigned a “high blue” grade.",San Pedro 2nd + B-122 3-22-39,Caution: this area is currently affected in whole or in part by Ad valorem Tax District. Individual properties should be checked for this hazard.
Los Angeles,Los Angeles County,C1,C,Slowly N/A N/A,"Agricultural workers, white collars, local business and professional men. Income $1000 to $2400",Few None subersive,0,Mexicans living on border argricultural lands a threat.,90 N/A,4 and 5 room N/A,Frame and stucco N/A,18 years N/A,Poor to fair N/A,98% N/A,55% N/A,1500-3000 N/A,1750-3500 N/A N/A N/A,1939 1750-3500 N/A N/A N/A,Poor N/A,Static N/A,15-20 N/A,15-25 N/A N/A N/A,1939 15-25 N/A N/A N/A,Fair to good N/A,Static N/A,0 - -,2,Few,3,4,0,Limited,7-1938,55.49,"Terrain: Level. No construction hazards or flood threats. Land improved 15%. Zoning: Mixed small town. Conveniences are all reasonably available, including interurban transportation to Los Angeles City Center. This area was developed during the early 20’s as a sustenance homestead district of small business center. It is 30 miles from Los Angeles City Center. Canoga Park has the usual heterogeneous characteristics of a small town. Lending agencies report an unsatisfactory experience here, and it is not believed that future of community is a bright one. The area is accorded a “low yellow” grade.",Canoga Park 3rd - C-1 3-23-39,
Los Angeles,Los Angeles County,C2,C,Moderately N/A N/A,"Local merchants and professional people, farmers, white collar workers. Income $1200-2400",Few None subversive,0,None apparent,90 N/A,4 and 5 room N/A,Frame and stucco N/A,8 years N/A,Fair to good N/A,98% N/A,80% N/A,1750-3000 N/A,2000-3500 N/A N/A N/A,1939 2000-3500 N/A N/A N/A,Fair N/A,Static N/A,17.50-30 N/A,20-35 N/A N/A N/A,1939 20-35 N/A N/A N/A,Good N/A,Static N/A,15 5 room $4000 Owner built,3,Few,3,5,Few,Ample for selected risks,7-1938,55.48,"Terrain: Level. No construction hazards or flood threats. Land improved 15%. Small town mixed zoning. Conveniences are all available, including interurban transportation to Los Angeles City Center. The intersection of two arterial highways and an interurban line is probably the course of the development of this rural community, which is located 23 miles from Los Angeles City Center. It is said to be growing in popularity as a sustenance homestead district. While a certain amount of heterogeneity is in evidence, the town has an appeal that is lacking in most rural communities. Construction and maintenance are generally good and the area is apparently on the upgrade. The area is accorded a “hatched yellow” grade.",Reseda Hatched 3rd C-2 3-23-39,
Los Angeles,Los Angeles County,C3,C,Moderately N/A N/A,"White collar workers, skilled artisans, hospital and railroad employees. Income $1500-2200",Few None subversive,0,None apparent,85 15,4-5 room Large old homes,Frame and stucco N/A,20 years N/A,Fair N/A,98% N/A,50% N/A,1750-2500 N/A,2000-2750 N/A N/A N/A,1939 2250-3000 N/A N/A N/A,Poor to fair N/A,Static N/A,15-25 N/A,20-30 N/A N/A N/A,1939 20-30 N/A N/A N/A,Good N/A,Static N/A,25 3-4-5 room stucco $1800-4000 Moderately,0,Few,3,0,Few,Ample on selective basis,7-1938,52.7,"Terrain: Level. No construction hazard or flood threat. Land improved 30%. Zoning: Single family residential. Conveniences are all readily available. This area which is some 50 years old includes the older section of San Fernando which is a separately incorporated community. The town is the center of an extensive agricultural district, which is its chief economic support. The County Tubercular Sanatorium and the Veterans Hospital, which are located in close proximity, also contribute to the support of the community, and it is the trading point for the farmers and miners of the Antelope Valley. The area has had a steady growth but owing to tis age is characterized by obsolescence. There has been quite a little new construction in the area in the past few years, much of it having been financed through FHA Title I Cass 3 loans. Large grounds with many citrus trees minimize the heterogeneous aspect of the area, which is accorded a “low yellow” grade.",San Fernando 3rd - C-3 3-25-39,
