city,holc_id,name,holc_grade,area_description
San Diego,C10,Coronado,C,"This area lies along the Bay and is a desirable district. However in this area is located the servants quarters or the colored population of Coronado. There is considerable building going on at this time and were it not for the colored population and a dump at the northeast portion of the area, same would be classified as a blue area and comparable to B-13. It is absolutely desirable with exception of the facts as set out above and it is necessary fro this exclusive city to have such an area. In all other respects it compares favorably with B-13."
San Diego,C11,University Heights,C,"Topography practically level. Inhabited for the most part by lower salaried white-collar classes, mechanics, laborers, etc. Probable range of income $1000 to $2000 per year. Residents mostly white with some Mexican families, although no racial concentration of any of this latter element. Properly fairly well maintained. Area is spotted. Some blocks area very attractive with more or less uniform homes of four to six rooms; others poorly integrated. Typical improvements of the area - one-story three to six rooms. Range of construction cost from $1400 to $3500. Average age approximately 15 years. Accessible to transportation, schools, markets. No tax situation adversely affects the area. The area compares to C-15. Practically all streets paved. No flood or other hazards. Fog condition average."
San Diego,C12,NA,C,"Topography high, land sloping to the west overlooking San Diego City. This is a close-in area, residents being of the business and professional classes, with income range of $2000 to $6500. No racial concentration. No threat of foreign infiltration. Homes for most part well maintained. The typical homes of this area are one and two-story frame with some stucco. Average age - 25 years. Cost range of construction $3000 to $25,00. This is one of the older areas of the city and there is an influx of apartment houses, courts and other multiple dwellings. It is still considered very desirable from a residential standpoint, but is definitely decline. Streets improvements and street lighting all in and paid for. No special assessments, nor adverse tax situation. The area approximately 98% developed; 70% being owner-occupied, 30% rented. It is well located, being close to municipal golf course, Golden Hills playground and downtown shopping center. No flood or other hazards. Fog condition is average."
San Diego,C13,Brooklyn Heights,C,"Topography, eastern portion, level and rolling. Western portion badly cut up with canyons. Residents white-collar, retired business men, skilled mechanics. Income range $1500 to $5000. A few better class Mexicans coming in to southern portion. Homes fairly well maintained and the average of improvements is from 15 to 25 years, mostly frame and frame-stucco with a cost range of from $1500 to $7500. This area usually known as Brooklyn Heights, is approximately 85% developed; 80% owner-occupied, 18% tenant and 2% vacant. Transportation facilities and conveniences accessible, ample schools facilities. This is one of the older areas of the city and there is an infiltration of small business, apartment houses and multiple dwellings. It is definitely decline from a residential standpoint. No flood or other hazards, light fog conditions."
San Diego,C14,NA,C,"This area is comparable to C-13 as to topography and residents. Improvements, for most part, one-story frame and stucco bungalows, although there are many small poorly planned homes, which lowers the grade. Residents for the most part are white-collar classes with an income range of from $1200 to $2400. No flood or other hazards, with only light fog conditions. There is some influx of multiple residences and small apartment houses in the northern portion of the area. It is ideally located as to all conveniences including theatres, stores, transportation, etc. "
San Diego,C15,East San Diego,C,"Topography level with a few shallow canyons. This area is only slightly lower than B-16 and in practically all respects similar to it. The homes are not quite so well integrated. Some of the residents are somewhat lower in social strata than in B-16. Homes not quite so well maintained and area not quite so desirable. However, area is favorably regarded and its classification in relation to B-16 would probably rate as high yellow, as against a low blue for B-16."
San Diego,C16,East San Diego,C,This area is comparable to C-11 and C-15 in every respect. It is known as East San Diego. Business area extends all along El Cajon Boulevard and along University Avenue.
San Diego,C17,NA,C,"This area is level and slightly rolling, with some canyons. The western portion of the area more desirable than the eastern. Restricted to whites and also building restrictions with a minim of $2500. Cost range of construction $2500 to $3500. Range of income $1000 to $1800. Homes for the most part show fair pride of ownership and fairly well maintained. The predominating architectural design is Spanish stucco. No special assessments. The eastern portion is more or less comparable to the west portion with the exception that the homes are less pretentious in construction and do not conform to type as well and residents of same are of a somewhat lower social strata than western portion. In all other respects compares favorably to western portion. Area as a whole accessible to transportation, markets, schools, etc. Most of the streets graded, few paved. No flood or other hazards. Fog condition light."
San Diego,C18,East San Diego,C,"Topography level and small canyon. Residents for the most part white with average income not exceeding $1500. Homes are not well integrated and no conformity as to style or design has been carried out in this area. No building restrictions. Average age of construction around 12 years, with average construction cost of about $2500. This area does not have the desirable features of B-22, but in topography is comparable. Homes do not show the care and maintenance of those in any portion of B-22."
San Diego,C19,East San Diego,C,"This area compares in almost every respect with C-16 except in topography, which is level and deep canyons. Homes generally not quite so desirable as in C-16 and for that reason it would probably take a slightly lower classification than C-16. "
San Diego,C20,NA,C,"This is a small subdivision. Topography slightly rolling. Streets not paved. Owing to heavy Mattoon assessments the area is very sparsely settled and probably should not have been graded at all, however, it is a slightly little area and would probably develop along favorable lines if heavy Mattoon assessments were not against the property. "
San Diego,C21,El Cajon Blvd,C,"This area lies along El Cajon Blvd. East of A-14 or the State College area. Sparsely built up with more or less attractive homes of approximately four to seven rooms, certain portions of the area, especially along El Cajon Blvd. Are quite desirable. The eastern portion is in a Mattoon district, which fact has more or less retarded development. In the eastern portion the topography of the land is level and slightly rolling with a few canyons. Building for the most part is concentrated along El Cajon Avenue with a few small settlements north of El Cajon. Even in face of the Mattoon situation, the area is favorably regarded and has had some recent development. The residents are for the most part all white people, belonging to clerical group, mechanics, semi-professional and small-business men, with an income range from $1500 to $2000. The probably cost range of improvements will run from $1500 to $3500. Bus line runs along El Cajon Blvd. Very small portion of area is restricted as to building and for that reason there is no real uniformity as to architectural design. Certain portions of area are restricted by deed to a single family dwelling, with building restrictions of $3000 minimum. This is a difficult area to classify as it is hard to say just what development will take place and what type of development in the immediate future. Were the Mattoon situation adjusted, the area would in all probability develop quite rapidly. However, El Cajon Blvd. has definitely declined from a residential standpoint as this street is being improved with small businesses. There is no flood or other hazards. Fog condition light for this whole area. "
San Diego,C22,NA,C,"Topography high, hillside, rolling and canyons. This area of the Encanto district is more desirable from a home standpoint than D-10 in that it is higher and generally has more uniform and better type of improvements. Residents are of higher social strata with income range from $1000 to $2000. Typical homes in this area one story frame, 5 to 7 room, with few two-story homes. Before the Mattoon assessment was placed upon this area, it was the choice spot of the whole Encanto district. However, due to cheap price of lots, no real conformity as to design and type of improvements was carried out. Area is also spotted with small chicken ranches and other agricultural pursuits. High and slightly it commands a good marine view. A few of the streets are paved. All under Mattoon assessments. At present no development whatever, nor has there been for some years, due to the Mattoon assessments. "
San Diego,D1,La Jolla,D,"This area is known as the servants' quarters of La Jolla, being populated with the serving class of whites, negroes and Mexicans. While populated with this lower social strata, the area is considered good security for conservative loans. The area comprises approximately six blocks and is located in the northwest portion of La Jolla, within easy walking distance of the business center of La Jolla. This area is located in Acquisition and Improvement District No. 1, City of San Diego, Causeway (Matoon Bond District). The homes are predominantly one-story frame cottages, ranging in age from 8 to 30 years and the probable cost of construction is from $750 to $2000. Homes show little pride of ownership. The particular area is set aside by common contest for the colored population. The majority of the streets are paved, with sidewalks and curbs. Street lighting adequate. There is located in this area, in addition to the residential homes, two lumber yards and one iceplant. The area is 95% developed; 55% rented, 40% home-owned."
San Diego,D2,Old Town,D,"This area constitutes what is known as ""Old Town"" and that describes it quite well. It is the oldest section of the city and many of the houses are more than fifty years old. Residents are of a nondescript type, comprising every element of the lower social strata. There is a certain glamour to this section of account of its age and associations. The widely known Ramona's Marriage Place with its Wishing Well is located in this area and is a great attraction to tourists. The area lies on a flat along the San Diego River which transverses it. A steep bluff bounds it on the east. Many of the houses have but little or no value and but a few residents have incomes of more than $1000. It would be an extremely hazardous area in which to make loans although there is some new construction in the northeast section. Transportation facilities are good and many of the streets are paved and lighted. There are no tax problems in this area. "
San Diego,D3,NA,D,"Topography level and sloping, some canyons. Residents: laborers, factory workers, and fishermen. Income range $750 to $1800. There is some concentration of Italians in the area. Maintenance and pride of ownership is nil. Type of construction old style frame houses, cost-range $1200 to $3000. Average age: 25 years. No building restrictions. Approximately 80% developed; 30% owner-occupied; 65%rented, 1% vacant. There is an infiltration of industrial plants, small shops, stores, etc. scattered throughout the area. Grade school one-half mile. Transportation facilities, car and bus-line. 60% streets paved. No flood or other hazard. Fog condition average. No special assessments. No tax situation affects this area."
San Diego,D4,NA,D,"This area is one of the oldest parts of the city, being inhabited by various types of residents running from Mexicans in some parts of the area to more or less all white in other parts. There is an influx of small industrial plants and businesses, apartment houses and other multiple dwellings, also many cheap rooming houses. The area is definitely hazardous. It slopes to the west and overlooks the city. It is close-in and from a cheap rental standpoint, to certain types of residents, is more or less in demand. It is a rather spotted area. Typical improvements are one and two story old style frame houses, many apartments, rooming houses, etc. There is no flood or other hazard. Fog conditions average. Transportation, markets, churches, schools, etc. accessible to the area."
San Diego,D5,NA,D,"Topography generally rough, with many canyons. However, some desirable spots. Residents, for the most part, workmen and laborers, with some clerks and other white-collar classes. Range of incomes $900 to $2500. In the middle southern portion a great many Mexicans with a definite trend of infiltration of this element. Homes are not well maintained and little pride of ownership shown. Average age of improvements is from 10 to 25 years. Cost range $1000 to $2500. Predominantly one-story frame and stucco. No building restrictions. Transportation facilities poor. This area, except in the southwestern portion is not developed, and not likely to be for a long time. Cemetery adjoins the southeast portion. Entire southern portion of the area is in a ""Mattoon District"", Street improvements only in southwestern portion. Area probably 20% developed; 40% owner-occupied; 55% rented and %5 vacant. "
San Diego,D6,NA,D,"Topography level, sloping to the west and south, north and east portions broken by canyons. North portion occupied by mixed races, colored, Mexican, lower salaried white race, laborers, etc. Range of income $750 to $1500. Racial concentration of colored fraternity. Homes show only slight degree of pride of ownership and on the average are negligently maintained. Typical construction one story frame. Average age 25 years. Cost range $1450 to $3000. Approximately 90% developed; 50% owner-occupied; 50% rented; no vacancies. Easily accessible to transportation, schools, markets, and other conveniences. Portion of this area in Mattoon District. No flood or other hazards. Fog condition average. All streets paved. Southern portion compares in almost every instance with that of the north portion of D-6, with the exception of Mattoon assessments, which do not affect southern portion of this area. Southeastern portion is not as heavily populated as northern portion and some ground not so desirable as majority of the balance of the area."
San Diego,D7,East San Diego,D,"This area known as East San Diego and Lexington Park. Topography level, toward the southern portion many canyons. Poorly integrated district of small homes, 3 to 5 rooms. No conformity as to architectural design. Average of improvements approximately 10 years, with cost-range of construction from $1000 to $2500. Lower salaried white-collar classes, naval personnel, laborers, etc. with income range from $900 to $1500. There is no concentration of any foreign element. However, many Mexicans scattered throughout the area. Northern part of the area more desirable than southern, account of transportation, city conveniences, etc. Also topography of land superior in the north to that in south. Area is very spotted - some blocks being fairly uniform and others poorly developed with all types of homes. No flood or other hazards. Fog condition light. Rentals lower than C-16. Most of the eastern portion of the area in Mattoon District."
San Diego,D8,East San Diego,D,Topography badly cut up by canyons. Residents low salaried classes white and Mexican. Homes poorly maintained. Typical improvements one-story shacks and small houses. Cost range $600 to $1500. Approximately 15% developed. Heavy Mattoon assessments in this area. No flood or other hazards. Average fog condition.
San Diego,D9,Encanto,D,"This area compares to D-8 in all respects. However, approximately 25% developed with residents have a range of income from $900 to $1500. Area poorly integrated. Typical construction one story small house, range of construction cost $1000 to $1500. In Mattoon District. No flood or other hazards. Light fog condition. Practically all houses in the area occupied, - 60% home-owners; balance tenants."
San Diego,D10,NA,D,"This area rolling, hilly, many canyons. Sparsely settled. The homes as a rule are small but no conformity whatever to type and show little pride of ownership. This is due to heavy Mattoon Assessment in most of the area, which has retarded the growth and development for several years. Residents lower salaried classes, mostly whites and Mexicans with small earning capacity. The land was originally subdivided and sold off in very cheap lots and much of the area was used for small chicken and rabbit ranches, etc. The approach to the area is also detrimental to its future development as a good district. If the Mattoon situation did not exist in this area, it would be possible to pick out certain small districts that would probably take a higher rating than is herewith shown. However, the general attitude of local lending agencies is that the whole area is hazardous regardless of Mattoon assessments. No flood or other hazards. Fog condition very light, Portions of the area more or less remote from transportation and other conveniences, while other portions are fairly close to transportation, market, etc. The small town of Encanto having a small one-street business area of two or three blocks is also located herein. Soil is for the most part adobe. "
San Diego,NA,NA,A,NA
San Diego,NA,NA,B,NA
San Diego,NA,NA,A,NA
San Diego,NA,NA,A,NA
San Diego,NA,NA,B,NA
San Diego,NA,NA,B,NA
San Diego,NA,NA,B,NA
