city,holc_id,name,holc_grade,area_description
San Francisco,B12,NA,B,"This area is located in what is known as the Marina District and borders areas ""A-4"" and ""C-7"" with both of which it is closely identified. The type of improvements, however, while good and ranging in cost from $8,000 to $16,000, is not so elaborate as that in ""A-4"", and while inhabited by the same type of professional and business men, the income range is less. The area, which is less than 10 years old, is 85% developed and largely owner-occupied. The type of improvement is mixed and consists of stucco bungalows, houses, apartments and multi-family dwellings. Schools, parks, and recreational areas are conveniently available, and transportation facilities are adequate. Many of the higher type of Italians area residents of the area, and property located here is readily saleable. Many of the financial institutions of the city refuse to lend money in this area for the reason that they consider the instability of the filled-in land constitutes a menace. On the other hand, many mortgagee institutions view this area as their most attractive lending territory. The desirability of the whole Marina District is a very much mooted question among the real estate men of the city, and many firmly believe that it has already reached the declining stage. This area has been accorded a ""B"" grading. Ordinarily, it might have been rated ""A', but the presence of a number of small apartment houses, coupled with the fact that there is a question as the physical stability of the land, seemed to justify the lower grading. A standard six-room house in this area would have sold for $10,000 in 1929, $8,000 in 1933, and is currently selling for $9,000. The same home would have rented for $95 in 1929, $75 in 1933, and $90 now. "
San Francisco,B13,NA,B,"This area is of approximately 25 blocks borders ""A-5"" on three sides and acts as more or less of a buffer to that area. It is largely located on slopes, some of them quite precipitous. It partakes to some extent of the characteristics of ""A-5"" area, being inhabited by professional and business men of the executive type, with incomes ranging from $3500 to $20,000, who occupy residences costing from $8,000 to $50,000. The improvements run from stucco and brick homes to the mansion and town house types constructed of brick, stone, and stucco, ranging in age from new to 40 years. Part of the area is zoned first-residential with some blocks having deed restrictions, and while there are a number of apartment houses in the district, they are of the type which does not greatly detract from the desirability of the district. Maintenance is of a very high order, and the percentage of owner-occupancy is very high, approximately 90%. There is less than 1% vacancy in the area. School and transportation facilities area available in all parts of the area. Parks and recreational areas are near, and some of the residences have view which greatly enhance their value. This is a border area, protecting San Francisco's most exclusive residential district. It is rated a ""high blue"", and its stability will undoubtedly be maintained for a number of years to come. A standard six-room house in this area would have sold for $12,000 in 1929, $7500 in 1933, and is currently selling for $9,000. The same home would have rented for $100 in 1929, $65 in 1933 and $80 now."
San Francisco,B14,NA,B,"This small section of five or six blocks, with Lafayette Square which lies immediately south of it, is the apex of a hill some 300 feet high, which is occupied by the mansions and townhouses of some of the old aristocracy, with incomes ranging from $10,000 up; none of the buildings are less than 20 years old, with a cost range of from $20,000 up. Deed restrictions which formerly obtained have expired; however, the district is zoned first-residential. It is surrounded on three sides by a high-grade apartment house district and is approximately 100% owner-occupied, and maintenance is everything that would be expected in a neighborhood of this character. School and transportation facilities are conveniently available, and most of the residences have magnificent views of the surrounding country. This might be rated as a declining area, on account of its age and surroundings, were it not for the type of construction and the class of its occupants. All the dwellings in this area are larger than six rooms, and it would be futile to attempt to place valuations. "
San Francisco,B15,NA,B,"This area adjoins Golden Gate Park on the north, has a rolling topography, and is 95% built-up. It is in the Sunset District and is inhabited largely by business men of the junior executive type, ""white-collar"" workers, and skilled mechanics, having an income range of $1800 to $5,000. There are no racial concentrations, and threat of infiltration of this character is remote. A high degree of maintenance is in evidence in the area. The improvements consist of single-family frame and stucco row and detached bungalows and two-story residences. There is a high percentage of owner-occupancy in this area and but little vacancy. The area is zoned second-residential, but there are no apartment houses, and owing to a high degree of development, but little likelihood of there being any. Primary grade schools are convenient, but high school facilities are at some distance. Transportation facilities are good, and its nearness to Gold Gate Park and the beaches is a beneficial influence. The blocks bordering Sunset Boulevard are particularly attractive, and the area as a whole should be graded a ""high blue"". A standard six-room house in this area would have sold for $7500 in 1929, $4500 in 1933, and is currently selling for $6750. The same home would have rented for $70 in 1929, $40 in 1933 and $60 now. "
San Francisco,B16,NA,B,"This large area of some 84 blocks, which is 70% developed, is situated on what was formerly sand dunes and still maintains that rolling topography. It is inhabited largely by ""white collar"" workers, business men of the junior executive type, and skilled artisans, having an income range of $1800 to $3600 a year. There are no racial problems, and the likelihood of there ever being is remote. The improvements uniformly consist of stucco and frame, row, five and six-room houses and bungalows, with full basement for garage space, valued at from $5,000 to $7,000 and ranging in age from new to 10 years old. It is zoned second-residential, but there are no apartment houses and very few flats in the district, nor is it believed that they will ever be numerous on account of the distance from the city center and the amount of the development which has already occurred. There are apparently no vacancies in the area, which is 90% owner-occupied, and maintenance shows a high degree of pride of ownership. There are two grade schools in the area, and high school facilities are convenient. A car line and a bus line traverse the area, and another car line runs the length of its northern border. Nearby parks and recreational areas add to the attractiveness of the area. A majority of houses were erected by speculative builders, and the impression was gained that they were ""built to sell"". However, the architecture is good, and there is apparently little sales resistance. There is said to be an excellent demand for property in this area at current prices. F. H. A. Title II loans are numerous in this area. It should be stated that in all these Sunset and Parkside Districts, at certain seasons of the year there are heavy fogs and high winds, which are a distinctly detrimental factor. "
San Francisco,B17,NA,B,"This area of some 40 blocks is approximately 70% developed and is situated on what was formerly sand dunes. There is a rolling topography which slopes to the west and south, affording a view in many instances of the Pacific Ocean. Though the land was subdivided some 50 or 60 years ago, the street improvements have been completed within the last 15 years, and 95% of the improvements erected in this area are not more than 12 years old. There is a brisk building activity taking place in this area at the present time, and the character of improvements is generally uniform, being of the one-story and basement, stucco, five and six-room bungalow type, with a cost range of from $4,000 to $6,000. Most of the homes were erected by speculative builders; however, the architecture is pleasing, and there is a good degree of marketability. The inhabitants are largely ""white collar"" workers, business men of the junior executive type, and skilled artisans, having an income range of from $1800 to $6,000 per year. The area is zoned second-residential, permitting flats and small apartments; however, the buildings are practically all single-family residences. There are no racial problems, and the likelihood of there ever being is remote. There are very few vacancies in this area, and it is 90% owner-occupied and shows a good degree of pride of ownership. School facilities and transportation are satisfactory. It should be stated that in all the Sunset and Parkside district at certain seasons of the year there are heavy fogs and winds which seemingly are not a great deterrent, as property in these districts sell readily at advancing prices. A great deal of financing in this area is accomplished by use of F. H. A. Title II loans. A standard six-room house in this area would have sold for $7,000 in 1929, $4500 in 1933, and is currently selling for $6,000. The same home would have rented for $65 in 1929, $40 in 1933, and $55 now. "
San Francisco,B18,NA,B,"This area of some 57 blocks is practically the same as ""B-16"" and ""B-17"". It is, however, zoned first-residential and is a slightly older district. The large banks and other mortgagee institutions generally accord top terms to loans in this area, and many F. H. A. Title II loans have been placed. A standard six-room house in this area would have sold for $7500 in 1929, $5,000 in 1933, and is currently selling for $6500. The same home would have rented for $65 in 1929, $45 in 1933, and $57.50 now."
San Francisco,B19,NA,B,"The 19 irregularly-shaped blocks composing this area are 35% developed and area known as Pinelake Park. The topography is undulating and admirably suited to residential development. It is inhabited by professional people, business men, and skilled artisans, having incomes of $2400 to $5,000. There are no racial concentrations or threats, and maintenance shows a high degree of pride of ownership. Improvements consist largely of single-family, detached, stucco and frame bungalows and houses, having a cost range of $4500 to $10,000 and an average age of 7 or 8 years. The district was platted and put on the market 10 years ago, but its development was arrested by the depression, and it is more or less dormant at the present time. The area is zoned first-residential and is also protected by deed restrictions. There is little or no vacancy in the area, and the percentage of owner-occupancy is high. Schools and transportation are not conveniently available, but parks and recreational areas are nearby. The setting of the area is very charming, and it is believed that when lack of school and transportation facilities are overcome, this area may progress into a ""green"" classification. Currently, the property in the area is dormant and offers a high degree of sales resistance. A standard six-room house in this area would have sold for $10,000 in 1929, $6,000 in 1933, and is currently selling for $7500. The same home would have rented for $85 in 1929, $45 in 1933, and $67.50 now. "
San Francisco,B20,NA,B,"This area of 18 blocks is practically the same as ""B-16"" and ""B-17"", with possibly a 10% lower owner-occupancy than those areas. F. H. A. loans have aided materially in financing new construction in this area, and mortgagee institutions generally accord maximum terms. A standard six-room house in this area would have sold for $7,000 in 1929, $4500 in 1933, and is currently selling for $6,000. The same home would have rented for $65 in 1929, $40 in 1933, and $55 now."
San Francisco,B21,NA,B,"This area of 18 blocks has much the same characteristics as ""B-16"" and ""B-20"", which adjoin it on the north and east. It is considerably higher, however, at its eastern boundary and has a favorable westerly slope, which provides a better outlook. It is 90% owner-occupied, and the improvements are apparently of a slightly better grade and higher price level, probably ranging from $5,000 to $7500. On the other hand, transportation and school facilities are not quite so conveniently located in this area, and it is believed that when there is an improvement in these facilities, demand for property in this district will increase. F. H. A. financing is quite prevalent in this area. A standard six-room house in this area would have sold for $8,000 in 1929, $5500 in 1933, and is currently selling for $6500. The same home would have rented for $65 in 1929, $45 in 1933, and $57.50 now. "
San Francisco,B22,NA,B,"This area of 24 blocks is similar in every respect to ""B-21"". It is, however, probably 5% more developed, which may be accounted for by the fact that it has somewhat better transportation facilities. A great many F. H. A. Title II loans have been made in this area. A standard six-room house in this area would have sold for $8,000 in 1929, $5500 in 1933, and is currently selling for $6500. The same home would have rented for $65 in 1929, $45 in 1933, and $57.50 now. "
San Francisco,B23,NA,B,"This area of some 30 blocks is known as Golden Gate Heights and occupies the comparatively level terraces on top of a series of hills, having an elevation ranging from 350 to 500 feet. The western side of these hills is very precipitous, and a splendid view of the surrounding country is to be had from all parts of the area. This is a new development recently undertaken by Mr.. Henry Dolger and the Standard Building Company. Up to the present time the development probably does not amount to more than 5 or 6% of the area but has progressed sufficiently to indicate that the area will probably be occupied by professional and business men of the executive type, having incomes of $5,000 or more. Judging from the buildings which have already been erected, the development will consist of single-family residences running to the mansion type constructed of brick, stucco, and stone. The area is zoned first-residential and is also protected by deed restrictions. To date, it is 100% owner-occupied. Schools and transportation, except by private automobile, are not conveniently available, and high winds and fogs also constitute a detrimental influence. It is said that the promotion is not going very well and that the property offers considerable sales resistance. The opinion is expressed in some quarters that this will prove to be an over-development. However, the promoters are highly regarded and have proven successful in their past undertakings. The area is given a provisional rating of ""blue""."
San Francisco,B24,NA,B,"This small area of 10 irregularly-shaped blocks is known as Mt. Davidson Manor and lies on the lower reaches of the mountain of the same name. The topography of the area is hilly but favorable for residential purposes. The area is 90% built-up, and the inhabitants consist of professional men and business men of the junior executive type, with incomes ranging from $2500 to $5,000. The area is zoned first-residential and also has deed restrictions which provide protection from from racial encroachments. The district shows a high degree of maintenance. Improvements consist of single-family, detached, frame and stucco bungalows and two-story dwellings having a value of from $6,000 to $10,000 with an age average of approximately 8 years. There is 2% vacancy and an 85% owner-occupancy. Schools, transportation facilities, parks, and recreational areas are all conveniently available. The Pacific Hebrew Orphan Asylum adjoins the area on the east but does not constitute a detrimental influence. Property in this area enjoys good marketability at fair prices, and the area is graded a ""high blue"". A standard six-room house in this area would have sold for $9500 in 1929, $6500 in 1933, and is currently selling for $8,000. The same home would have rented for $85 in 1929, $55 in 1933 and $75 now."
San Francisco,B25,NA,B,"This area of 32 irregular blocks is known as Ingleside Terrace and is 98% developed. Its topography is of an undulating character, well suited to residential development. Its inhabitants consist largely of professional people, younger business men, and ""white collar"" workers, with incomes ranging from $2500 to $7500. No racial problems exist or are threatened, and maintenance is of a high character. The improvements consist of single-family frame, brick and stucco residences having a cost range of from $4,000 to $12,000 and an average age of from 8 to 25 years. This subdivision is zoned first-residential and is also protected by deed restrictions. It was put on the market about 25 years ago and currently is 80% owner-occupied, with vacancies amounting to 3%. Schools, transportation, parks, and recreational areas are conveniently available. The area adjoins poor neighborhoods on the east and south, and there is a distinct possibility of a lower income occupancy. The area has reached the peak of its development, and the population is now static. This tract has been the least popular of any of the neighboring restricted areas. Saleability of properties in the area is only moderately good, and there are definite indications of a decline within the next several years. On account of the foregoing, this area is graded a ""low blue"". A standard size-room house in this area would have sold for $9,000 in 1929, $4750 in 1933, and is currently selling for $6750. The same home would have rented for $80 in 1929, $45 in 1933, and $65 now."
San Francisco,B26,NA,B,"This area of some 30 irregularly-shaped blocks is from 80% to 85% developed. Its topography is of an undulating character suitable for residential purposes. It occupies a sheltered section between Golden Gate Heights and Mt. Sutro. The northwestern portion of Forest Hill and Windsor Terrace are included in this area. Population consists largely of professional and business men of the junior executive type, skilled artisans, and ""white collar"" workers, having incomes ranging from $2,000 to $6,000. There is little likelihood of the area having racial difficulties. Maintenance indicates great pride of ownership. Improvements consist largely of single-family frame and stucco, row and detached bungalows and two-story residences, having a value ranging from $4,000 to $10,000 and an average age of eight to ten years. Property in this area was put on the market some 25 years ago, and it has been slowly developing since that time. Some large blocks in the southern portion and two in the northern portion are zoned first-residential, the balance of the area being zoned second-residential. There are, however, no apartment houses or flats in the area, and it does not seem probable that there will be an invasion of this class of construction. There is little or no vacancy in the area, and 80 to 90% of the property is owner-occupied. The southeastern part of the area, which is a part of ""Forest hill"", would have been included in ""A-7"" had it not been for its inaccessibility. The balance of the area is not so isolated, and schools of all grades are within walking distance; a car line and bus line traverse this part of the area, and other amenities are conveniently near. There is a fairly stable demand for property in this neighborhood. A standard six-room house in this area would have sold for $7500 in 1929, $4750 in 1933, and is currently selling for $6500. The same home would have rented for $70 in 1929, $42.50 in 1933, and $60 now. "
San Francisco,B27,NA,B,"This area of some 20 irregularly-shaped blocks is approximately 65% developed. It is situated on the north and northeast slopes of Mt. Davidson on a bench or terrace, as there are but few steep slopes in the area. The developed section of Miraloma Terrace and a portion of Laguna Honda Park are included in this area. The population consists largely of ""white collar"" employees, small business men, skilled artisans, and a few professional people, having an income range of from $2,000 to $4500. There are no racial concentrations in the area and but little likelihood of there ever being. The area as a whole is well-maintained and a definite pride of ownership is discernible. Improvements of the area consist of single-family, detached, stucco, and frame houses and bungalows, costing from $4,000 to $6500, having an average age of not to exceed seven years. Part of this area was originally platted many years ago without regard to the terrain. About 12 years ago it was re-platted and placed on the market, and development continued somewhat throughout the depression. It is zoned first-residential, is 80% owner-occupied, with about 1% vacancies. There is a small neighborhood business district in the north-central portion of the area. Schools of all grades are available but are not conveniently so. There is a bus line running through the western portion, from which it is necessary to transfer to get to the down-town areas, and a splendid arterial highway runs through its northern section. A proposed city park, if created, would adjoin the area on the east. Aside from being somewhat isolated, there are no detrimental influences, and the area constitutes a harmonious development, which it is believed will prove a stable one. A standard six-room house in this area would have sold for $7500 in 1929, $4750 in 1933, and is currently selling for $6500. The same home would have rented for $70 in 1929, $42.50 in 1933, and $62.50 now. "
San Francisco,B28,NA,B,"This area of some 40 irregular blocks, which are 85% built-up, is composed of what is known as Westwood Park and about 1/3 of Westwood Highlands. The topography is undulating, with lowering elevations from north to south. It is inhabited largely by business men, ""white collar"" workers, city employees, and skilled artisans, with incomes ranging from $2,000 to $4500. Racial problems are exceedingly remote, and the area shows a high degree of maintenance. Improvements consist of single-family, detached bungalows and houses of various types, materials, and architectural designs, having/an average age of from 12 to 15 years with values ranging from $4,000 to $8,000. This subdivision was placed on the market about 25 years ago and is zoned first-residential and is also protected by deed restrictions. It is 85% owner-occupied, and there are less than 1% vacancies. Schools of all grades are within easy walking distance, and the area has both street car and bus line service. It adjoins a section of Balboa Park, upon which it is proposed to build a large reservoir. However, it is not believed that this will prove a detrimental influence. Property in the area enjoys a fair degree of marketability. A standard six-room house in this area would have sold for $8500 in 1929, $4500 in 1933, and is currently selling for $6500. The same home would have rented for $80 in 1929, $45 in 1933, and $60 now."
San Francisco,B29,NA,B,"This area, consisting of some 10 blocks, which are 80% build-up, occupies part of the northeastern slope of Mt. Sutro, some of the grades being quite steep but offering wonderful view locations. The inhabitants are largely professional and business men with incomes ranging from $2,000 to $6,000 or more. There are no racial concentrations, and the possibilities that there will ever be any racial problems are very remote. A high degree of maintenance exists throughout the district, which is 30 to 35 years old, development having been very gradual and improvements having an average age of 12 to 15 years. The area has been harmoniously improved with frame, stucco, and rustic type, detached, single-family, two-story houses and bungalows. It is zoned one-half first-residential and one-half second-residential, the topography also offering a protection. The homes are 85% owner-occupied with but one percent vacancies. Schools of all grades are within walking distance, transportation facilities are available but not convenient, and parks, recreational areas, etc. are nearby. Sutro Forest is adjacent to the area and acts as a protection from fog and winds and adds to the charm of neighborhood. A standard six-room house in this area would have sold for $7500 in 1929, $4500 in 1933, and is currently selling for $6,000. The same home would have rented for $65 in 1929, $40 in 1933, and $55 now. "
San Francisco,B30,NA,B,"This area of some 15 blocks, which are 30% built-up, is known as Mediterranean Terrace and occupies part of the northern slope of Twin Peaks. It is, as the name implies, somewhat in the nature of a terrace, and the approaches are rather steep, the streets' conformance to contours, however, greatly lessening the grades. The inhabitants consist largely of professional and business men of the executive type with incomes ranging from $4,000 to $10,000. There are no racial concentrations, and racial problems are considered very remote. Maintenance throughout the district evidences a very high degree of pride of ownership. The improvements have an average age of five years, the district which is eight years old has a number of very attractive homes, harmonious but individual in character--some of them bordering upon the mansion type, and having a cost range of $8,000 to $20,000. The area is zoned second-residential but is protected by its topography, and homes therein are 100% owner-occupied. A grade school is adjacent to the area, but high school facilities are not as convenient, and transportation accommodations, except by privately owned cars, are just fair, the neighborhood being served by bus lines running on Clayton Street. Parks and recreational areas are available, and the far-reaching views offer a very attractive scenic feature. The area is in a more or less sheltered location, which protects from fog and winds but also has the effect of keeping out much needed sunshine, at certain seasons this is quite noticeable and is undoubtedly a deterring influence. The district is not yet fully developed, but in the improved portion street improvements and street lighting are installed. There are some street improvement assessments in the area, and paving contractor was forced to take over some vacant property in the area for part of the cost of the street improvement; however, this property has largely been sold now. A standard six-room house in this area would have sold for $8500 in 1929, $7,000 in 1933, and is currently selling for $7500. The same home would have rented for $74 in 1929, $55 in 1933, and $65 now."
San Francisco,B31,NA,B,"This area of 17 blocks known as Mission Terrace and Colonial Park is 85% built-up and is generally of a level topography. The inhabitants consist of business men, ""white collar"" employees, and skilled artisans, having an income range of $1500 to $4,000, and there are no racial problems. Maintenance throughout the district evidences pride of ownership. The part known as Mission Terrace was sub-divided and placed on the market about 35 years ago, and Colonial Park was sub-divided 11 years ago. Improvements consist of well-built houses and bungalows of frame and stucco, largely single-family and detached, with a cost range of $4,000 to $6,000 and an average age of 12 years/ The zoning is first-residential and there are also deed restrictions. Improvements are 85% owner-occupied, with approximately 2% vacancies. Schools of all grades, transportation facilities, parks, and recreational areas are all conveniently available, climatic conditions are excellent, and there is little sales resistance to property in this area. The old Southern Pacific Right of Way skirts the area on the northwest and should be taken into consideration in appraisal of abutting property. Many mortgage institutions will make loans in this area upon maximum terms, but some of the more conservative officials are inclined to modify their terms somewhat. A standard six-room house in this area would have sold for $5250. The same home would have rented for $60 in 1929, $40 in 1933 and $50 now."
San Francisco,B32,NA,B,"This small area known as Geneva Terrace, consisting of six blocks, is 80% built-up and is similar to area ""B-31"" except that it is a newer subdivision, having been placed on the market eight years ago with improvements averaging five years. This area is not bordered by the Southern Pacific Railway as in area ""B-31"". There is quite a little building activity in this area and a number of F. H. A. Title II loans have been made upon maximum terms; otherwise, many mortgagee officials are inclined to modify the terms upon which they will lend. A standard six-room house in this area would have sold for $6750 in 1929, $4,000 in 1933, and is currently selling for $5250. The same home would have rented for $60 in 1929, $40 in 1933, and $50 now."
San Francisco,B33,NA,B,"This area of 25 blocks, which are 95% built-up, is part of the Crocker Amazon Tract and occupies a relatively level piece of ground sloping gently to the east. The inhabitants are largely small business men, ""white collar"" employees, and skilled artisans, having an income range of $1800 to $3600. There are no racial concentrations, and the possibilities of racial problems in the future seem very remote. The improvements are well-maintained and consist of frame and stucco, row and detached, single-family dwellings, with a cost range of $3500 to $6,000 and an average of 12 years. With the exception of a small neighborhood business center, the area is zoned first-residential, and is partly protected with deed restrictions. The homes are 85% owner-occupied with approximately 2% vacancies. Schools of all grades, transportation facilities, parks, etc. are conveniently available, the climatic condition is excellent, and the small business section in the northern part of the district is considered a beneficial influence. Many mortgagee institutions will make maximum term loans in this area and F. H. A Title II loans are freely granted. Some of the more conservative institutions, however, are inclined to curtail their terms. A six room home in this area, costing $7,000 in 1929, sold for $4500 in 1933 and is now valued at $5750. The same home would have rented for $65 in 1929, $40 in 1933, and $52.50 now. A vacant lot sold for $1500 in 1929, for $600 in 1933 and is now valued at $1100."
San Francisco,B34,NA,B,"This area of some 20 irregularly-shaped blocks, which are 90% built-up, occupies the best part of what is known as Buena Vista Heights and was at one time one of the outstanding residential areas of the city. It is situated upon the sides of an elevation some 500 feet in height, the apex of which lies in Buena Vista Park. There are a number of steep slopes and bluffs, which makes practically every home a view property. The platting follows contour lines and minimizes grades. The inhabitants consist largely of business men, professional people, and the higher-paid ""white collar employees, whose incomes range from $2,000 to $10,000, and there are no racial problems and little likelihood of any. Maintenance, for the most part is of good character and shows pride of ownership. The district is 30 years old and was one of the ""hot spots"" at one time. It is improved with single-family, row and detached residences of frame, brick, and stucco, with a cost range of $4,000 to $15,000 and an average age of 15 to 20 years. The area is zoned second-residential but is protected by its topography and partially by deed restrictions. Homes are 90% owner-occupied with not to exceed 2% vacancies. There are some apartment houses in the lower part of the area where is not protected by deed restrictions. The development is not wholly harmonious. Schools of all grades, transportation facilities, parks, and recreational areas are conveniently available, and the fact that the district is somewhat subject to wind and fog conditions is offset by the outlook and convenience to down-town centers which account for the steady demand at fair prices for property in this area. Owing to the age of the district, many mortgagee institutions are inclined to limit the amortization period on loans made in the area; however, it is understood F. H. A. Title II loans have been made for the full 80% of appraised value and twenty year maturity. A standard six-room house in this area would have sold for $8,000 in 1929, $4750 in 1933, and is currently selling for $6750. The same home would have rented for $75 in 1929, $45 in 1933 and $60 now."
San Francisco,B35,NA,B,"This area of approximately 15 blocks known as St. Mary's Park, is 75% developed and is of a generally level topography with some steep slopes on the southern border. The inhabitants consist of business men of the junior executive type, skilled artisans and the better-paid ""white collar"" employees, having an income range of $1800 to $4,000. There are no racial concentrations nor threats of future racial problems. The area constitutes a ten-year-old, well-restricted subdivision, surrounded by older areas of heterogeneous character, and is improved by single-family, detached, frame and stucco houses and bungalows, having a cost range of $4,000 to $6,000 and an average age of 7 or 8 years. It is zoned second-residential but is protected by deed restrictions, and the homes are 85% owner-occupied with 2% vacancies. A shopping district adjoins the area on Mission Street, and below the slope on the south it is adjoined by an industrial area. Schools of all grades are conveniently located, and St. Mary's Parochial School is situated immediately to the east of the area. Transportation facilities, parks, and recreational areas are also convenient to this district, and climatic conditions are good.Some mortgagee institutions will not make loans in this area on account of its location and a majority of the officials are inclined to modify their terms; however, F. H. A. will insure loans on maximum terms. A standard six-room house in this area would have sold for $8,000 in 1929, $5,000 in 1933, and is currently selling for $6250. The same home would have rented for $72.50 in 1929, $47.50 in 1933, and $60 now."
San Francisco,C1,NA,C,"This area, consisting of 24 blocks, is over 95% developed with a heterogeneous mixture of single and multiple family dwellings, flats and apartment houses, having a cost range of $3500 to $10,000 and an average age of from 10 to 20 years, many of the buildings being fully 25 years old. The population of the area is largely made up of ""white collar"" workers, service group employees, and small business men, having incomes ranging from $2,000 to $5,000. There is no racial concentration in the area, and it is at least 80% owner-occupied, with not to exceed 4% vacancy. The area is zoned second-residential with the exception of the quarter blocks facing Geary Boulevard and Clement Street which are zoned for business. Public schools of all grades are located in or near the district, and transportation facilities are good. Its proximity to Golden Gate Park and other recreational areas is also beneficial influence. In spite of the heterogeneous nature of the improvements, the district as a whole shows a fair degree of pride of ownership, and the topography is favorable to residential uses. A standard six-room house in this area would have sold for $7500 in 1929, $4500 in 1933, and is currently selling for $6,000. The same home would have rented for $70 in 1929, $45 in 1933, and $60 now."
San Francisco,C2,NA,C,"This area of approximately 66 blocks is from 25 to 35 years old, having been developed following the fire and earthquake in 1906. The area is largely zoned second-residential. Parts facing on Clement Street and Geary Boulevard are zoned for business, and this is also true of scattered blocks on both Balboa and California Streets. The area is largely occupied by small business men, ""white collar"" workers, and skilled mechanics, having an income range of $1500 to $4,000. There are no racial concentrations in the area, although there is a possibility of such infiltration in the future. Construction is of a very heterogeneous nature, consisting of single-family, detached and row frame and stucco dwellings, flats and apartment houses. The single-family dwellings, many of which are old, have a cost range of from $3500 to $8,000. Owner-occupancy is 75%, and vacancies in the area do not exceed 4%. Schools and transportation facilities are conveniently available, and the area's proximity to Gold Gate Park and to the recreational areas adds to its desirability. A standard six-room house in this area would have sold for $7,000 in 1929, $4,000 in 1933, and is currently selling for $5500. The same home would have rented for $65 in 1929, $40 in 1933, and $50 now."
San Francisco,C3,NA,C,"This area consists of six level, over-sized blocks and is 100% developed. It is occupied by active and retired professional and business men and ""white collar"" workers with an income range of from $2,000 to $10,000. The district is 30 years old, and slowly declining. The improvements have an average age of from 15 to 20 years and a cost range of from $5,000 to $15,000, being largely well-built, two-story frame and stucco structures, which are fairly well-maintained and show a high degree of pride of ownership for an old area. Two-thirds of the area is zoned first-residential, with a number of apartment houses in the unprotected part. It is 80% owner-occupied, with not to exceed 2% vacancies. It is exceptionally well-located with relation to schools, parks, recreational areas, etc. and has the benefit of splendid transportation facilities. The relative tax assessment level is high, which increases the burden of ownership. Age and surrounding affect adversely the marketability of properties in this area. However, it should be viewed as a ""high yellow"". A standard six-room house in this area would have been sold for $9,000 in 1929, $5,000 in 1933, and is currently selling for $7,000. The same home would have rented for $85 in 1929, $50 in 1933, and $65 now."
San Francisco,C4,NA,C,"This area consisting of some 15 blocks joins what is known as Laurel Hill Cemetery on three sides. It is a rolling area having an elevation of some 200 to 250 feet. A City ordinance was recently passed providing for the vacation of the old cemetery and the conversion of it into either a real estate subdivision or a City park. In either case it will eliminate the proximity to a cemetery which is undoubtedly a detrimental influence, and it will also have the effect of elevating the standard of the neighborhood. This area is occupied by small business men, ""white-collar"" workers, and a high-class service employees having an income range of from $1500 to $4,000. As at present constituted, the area is zoned second-residential, and the improvements are extremely heterogeneous. Although 65% owner-occupied, there is said to be approximately 5% vacancy in the area. The district is most favorably located with regard to schools, parks, recreational areas, all of which together with transportation facilities, are conveniently available. There are no racial concentrations in the area but there is a distinct threat of infiltration of Negroes and Japs from areas D-1 and D-3. However, this possibility will be minimized when the proposed removal of Laurel Hill Cemetery takes place. Most of the mortgagee institutions do not hesitate to make loans in this area. They do so generally however, upon a very restricted basis. A standard six-room house in this area would have sold for $5500 in 1929, $3500 in 1933, and is currently selling for $4500. The same home would have rented for $50 in 1929, $30 in 1933 and $40 now."
San Francisco,C5,NA,C,"This area of 11 blocks bordering the northeast corner of Golden Gate Park has a favorable topography for residential purposes. It is from 30 to 40 years old and is 75% built-up. The single-family dwellings have a value of $3500 to $7500, and an average age in excess of 20 years; these dwellings consist of one and two-story frame structures. The area is zoned second-residential and is built up partly with flats and apartment houses. The development has been an inharmonious one, extending over a number of years. The area is occupied largely by ""white collar"" workers and skilled laborers having incomes running from $1500 to $2400 per year. There are no racial concentrations as yet nor any immediate threat of such. The new development taking place in B-10 and B-11 will have a very favorable influence upon this area. The single-family dwellings are 70% owner-occupied, and vacancies do not exceed 4%. There is a fair degree of maintenance, showing pride of ownership. Schools of all grades are nearby, and transportation facilities are excellent. The flats and apartments in the area are numerous but of a good, substantial character. A standard six-room house in this area would have sold for $6500 in 1929, $3750 in 1933, and is currently selling for $5,000. The same home would have rented for $60 in 1929, $35 in 1933, and $45 now."
San Francisco,C6,NA,C,"This area of 28 blocks occupies quite a precipitous slope, there being an approximate drop of 100 feet from north to south. It lies directly south of the best residential area in the city and is adjacent to and overlooks two of the oldest areas in the city (""D-1"" and ""D-3"") which contain the largest concentration of Negro and Japanese population in San Francisco. While there is no racial problem in this area at the present time, there is a distinct threat of infiltration of undesirable alien elements from the two areas mentioned. The area is 90% built-up, its development having started some 50 years ago, residential improvements consisting largely of frame dwellings and four-family flats. It is zoned second-residential, and there is a large number of apartment houses and some stores, many of the apartment houses being of very high quality. The area is populated by business men, and ""white collar"" workers, with a sprinkling of professional men, having an income range of $1800 to $6,000. Some of the single-family residences are well-maintained and still exhibit pride of ownership. This is particularly true of the northwest section of the area. One to four-family dwellings have a 60% owner-occupancy, and there are approximately 5% vacancies. Schools, recreational areas, and transportation are all conveniently available. Lending in this area is based to a large extent upon land values, and mortgagee institutions modify the terms of their loans here. A standard six-room house in this area would have sold for $5,000 in 1929, $2,000 in 1933, and is currently selling for $3750. The same home would have rented for $50 in 1929, $27.50 in 1933, and $35 now."
