city,holc_region,holc_id,name,holc_grade,area_terrain,area_favorable_influences,area_detrimental_influences,area_pct_improved,area_desirability_trend,inhabitants_occupation,inhabitants_income,inhabitants_foreign_pct_predominating,inhabitants_negro,inhabitants_infiltration,inhabitants_relief,inhabitants_pop_trend,buildings_predominating_pct,buildings_other1_pct,buildings_other2_pct,buildings_type,buildings_construction,buildings_avg_age,buildings_repair,buildings_occupancy_pct,buildings_ownership_pct,buildings_constructed_past_yr,buildings_1929_price_range_pct,buildings_1935_price_range_pct,buildings_1938_price_range_pct,buildings_sales_demand,buildings_sales_activity,buildings_1929_rent_range_pct,buildings_1935_rent_range_pct,buildings_1938_rent_range_pct,buildings_rental_demand,buildings_rental_activity,mortgage_avial_home_purchase,mortgage_avial_home_building,clarifying_remarks,name_location_grade_number,buildings_1936_price_range_pct,buildings_1936_rent_range_pct,buildings_sale_rental_history,buildings_sales_price_range,buildings_rental_price_range,buildings_constructed_past_yr_type_price,information_source,buildings_1937_price_range_pct,buildings_1939_price_range_pct,buildings_price_trend,buildings_1937_rent_range_pct,buildings_1939_rent_range_pct,buildings_rental_trend,buildings_overhang_holc,buildings_overhang_institutions,buildings_sales_yrs,buildings_sales_holc,buildings_sales_institutions,mortgage_avial,tax_rate_yr,tax_rate_per_1000,area_description,note,area_description_excerpts
San Francisco,NA,D2,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This area of 36 blocks occupies a level section surrounding the Golden Gate Park ""Panhandle"". It is zoned second-residential and business, and is very largely given over to small apartment houses and flats, many of them with stores occupying the first floor. There are, however, a goodly number of old single-family residences which were at one time occupied by higher income business people and professional men. These are now largely owned and tenanted by small business men, ""white collar"" workers, and skilled artisans having incomes of from $1200 to $3,000. On account of age there is a possible threat of an infiltration of inharmonious racial elements. However, no concentrations exist at the present time. The single-family residences had a cost when new of from $4,000 to $10,000, and consist largely of frame construction. The area is 95% built-up, and the single-family residences are 80% owner-occupied with not to exceed 3% vacancies. Owing to its convenience to schools, transportation facilities, parks, and recreational area, there is a fair demand for property in this area. The area is very spotted and one or two blocks might be classified as ""high yellow"". Land values have a tendency to increase the burden of ownership of single-family residences. This area has distinct possibilities as a medium to a high-grade apartment house district. Mortgagee institutions are inclined to be quite conservative about making loans on one to four-family residential units, and several officials stated that they would not consider loans on single-family residences in the area. When such loans are made they are largely based upon land value. A standard six-room house in this area would have sold for $6,000 in 1929, $3750 in 1933, and is currently selling for $4750. The same home would have rented for $60 in 1929, $37.50 in 1933, and $47.50 now.",NA,"This area of 36 blocks occupies a level section surrounding the Golden Gate Park ""Panhandle"". It is zoned second-residential and business, and is very largely given over to small apartment houses and flats, many of them with stores occupying the first floor. There are, however, a goodly number of old single-family residences which were at one time occupied by higher income business people and professional men. These are now largely owned and tenanted by small business men, ""white collar"" workers, and skilled artisans having incomes of from $1200 to $3,000. On account of age there is a possible threat of an infiltration of inharmonious racial elements. However, no concentrations exist at the present time. The single-family residences had a cost when new of from $4,000 to $10,000, and consist largely of frame construction. The area is 95% built-up, and the single-family residences are 80% owner-occupied with not to exceed 3% vacancies. Owing to its convenience to schools, transportation facilities, parks, and recreational area, there is a fair demand for property in this area. The area is very spotted and one or two blocks might be classified as ""high yellow"". Land values have a tendency to increase the burden of ownership of single-family residences. This area has distinct possibilities as a medium to a high-grade apartment house district. Mortgagee institutions are inclined to be quite conservative about making loans on one to four-family residential units, and several officials stated that they would not consider loans on single-family residences in the area. When such loans are made they are largely based upon land value. A standard six-room house in this area would have sold for $6,000 in 1929, $3750 in 1933, and is currently selling for $4750. The same home would have rented for $60 in 1929, $37.50 in 1933, and $47.50 now."
San Francisco,NA,D3,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This large area of 125 blocks or more slopes gradually from northwest to southeast. It is what might be termed the ""melting pot of the West"" and is the nearest approach to a slum district in San Francisco. It has a highly congested population consisting of Japanese, Russians, Mexicans, Negroes, etc. having a very low income level. In the north-central part of the area is the largest concentration of Japanese in the City, and Negroes predominate in its northwest section. The southern part is much less affected by the racial situation which has been described, and has many of the qualities of Area D-4. The area is approximately 100% built-up and has a population density estimated to run up to as high as 100,000 to the square mile. The percentage of owner-occupied is very low, and vacancies are numerous with an average of over 10%. About 50% of the area is zoned second-residential, the balance being given over to the business and light industry. There are very few single-family residences in the area, and they are invariably very old. The area is well provided with schools, transportation facilities, and recreational areas. Only one mortgagee institution was found who would even consider residential loans in this neighborhood, and they will only consider applications on the basis of land value. A standard six-room house in this area would probably have sold for $4250 in 1929, $2740 in 1933, and is currently selling for $3500. The same home would have rented for $40 in 1929, $25 in 1933, and $32.50 now.",NA,"This large area of 125 blocks or more slopes gradually from northwest to southeast. It is what might be termed the ""melting pot of the West"" and is the nearest approach to a slum district in San Francisco. It has a highly congested population consisting of Japanese, Russians, Mexicans, Negroes, etc. having a very low income level. In the north-central part of the area is the largest concentration of Japanese in the City, and Negroes predominate in its northwest section. The southern part is much less affected by the racial situation which has been described, and has many of the qualities of Area D-4. The area is approximately 100% built-up and has a population density estimated to run up to as high as 100,000 to the square mile. The percentage of owner-occupied is very low, and vacancies are numerous with an average of over 10%. About 50% of the area is zoned second-residential, the balance being given over to the business and light industry. There are very few single-family residences in the area, and they are invariably very old. The area is well provided with schools, transportation facilities, and recreational areas. Only one mortgagee institution was found who would even consider residential loans in this neighborhood, and they will only consider applications on the basis of land value. A standard six-room house in this area would probably have sold for $4250 in 1929, $2740 in 1933, and is currently selling for $3500. The same home would have rented for $40 in 1929, $25 in 1933, and $32.50 now."
San Francisco,NA,D4,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This area of some 43 blocks is undulating in topography and is situated on the border of the business district. It is immediately south of the densely populated D-3 area from which there is a constant threat of undesirable racial infiltration. However, there are no concentrations existing at the present time. Inhabitants of the area consist largely of small business men, ""white collar"" workers, skilled and semi-skilled artisans etc., having incomes ranging from $1200 to $3000. There are very few single-family residences in the area which is zoned second-residential and business. Improvements consist largely of middle-class apartments and flats with a strong tendency toward a better grade of apartment houses. In the area is located one of the State Normal Schools, and the new U.S. Mint is also under construction. The single-family residences in the area are from 40 to 50 years old, and had a cost range when new of from $3500 to $7500. They are 70% owner-occupied with a 5% vacancy. Schools, transportation facilities, and recreational areas are favorably located, and its nearness to the shopping centers is also an advantage. The area is 100% developed and a high assessed value of lands would seem to preclude any new construction of single-family residences. But very few mortgagee institutions will consider loans on one to four-family units, and any such loans would be hazardous except upon the basis of land value. A standard six-room house in this area would have sold for $4500 in 1929, $3000 in 1933, and is currently selling for $3750. The same home would have rented for $45 in 1929, $30 in 1933, and $37.50 now.",NA,"This area of some 43 blocks is undulating in topography and is situated on the border of the business district. It is immediately south of the densely populated D-3 area from which there is a constant threat of undesirable racial infiltration. However, there are no concentrations existing at the present time. Inhabitants of the area consist largely of small business men, ""white collar"" workers, skilled and semi-skilled artisans etc., having incomes ranging from $1200 to $3000. There are very few single-family residences in the area which is zoned second-residential and business. Improvements consist largely of middle-class apartments and flats with a strong tendency toward a better grade of apartment houses. In the area is located one of the State Normal Schools, and the new U.S. Mint is also under construction. The single-family residences in the area are from 40 to 50 years old, and had a cost range when new of from $3500 to $7500. They are 70% owner-occupied with a 5% vacancy. Schools, transportation facilities, and recreational areas are favorably located, and its nearness to the shopping centers is also an advantage. The area is 100% developed and a high assessed value of lands would seem to preclude any new construction of single-family residences. But very few mortgagee institutions will consider loans on one to four-family units, and any such loans would be hazardous except upon the basis of land value. A standard six-room house in this area would have sold for $4500 in 1929, $3000 in 1933, and is currently selling for $3750. The same home would have rented for $45 in 1929, $30 in 1933, and $37.50 now."
San Francisco,NA,D5,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This area of some 73 blocks surrounds Russian Hill on three sides, and contains a heterogeneous mixture of industry, business, hotels, apartments, and flats, with a generous sprinkling of old residences many of which are in use as boarding or lodging houses. Much of the northern and eastern section is given over to business and industry. The southwestern section contains a large part of what is known as Nob Hill which is occupied by many high-grade apartment houses, hotels, etc. The far-famed Chinatown of San Francisco adjoins this area on the east and southeast, but owing to the topography this is not thought to constitute an undue threat. This area suffered the heaviest damage in the City at the time of the earthquake and fire of 1906 and has been practically all rebuilt since that time. This is a distinctly Italian area insofar as one to four-family units are concerned, and many of the old Italian families have homes here. Single-family residences have an average age of 25 years and are valued at from $4,000 to $15,000 being 75% owner-occupied with a very few vacancies. The area is 95% developed and there is a distinct threat of encroachment by business and apartment houses. Schools of all grades are conveniently near, and transportation facilities are excellent. It also has the advantage of being near the business and shopping centers. High assessment values makes single-family residential ownership a burden, and none of the mortgagee institutions entertain applications for loans on one to four-family units in this area except in the extreme northern part and then upon very much modified terms. A standard six-room house in this area would have sold for $6500 in 1929, $5,000 in 1933, and is currently selling for $5750. The same home would have rented for $65 in 1929, $45 in 1933, and $55 now.",NA,"This area of some 73 blocks surrounds Russian Hill on three sides, and contains a heterogeneous mixture of industry, business, hotels, apartments, and flats, with a generous sprinkling of old residences many of which are in use as boarding or lodging houses. Much of the northern and eastern section is given over to business and industry. The southwestern section contains a large part of what is known as Nob Hill which is occupied by many high-grade apartment houses, hotels, etc. The far-famed Chinatown of San Francisco adjoins this area on the east and southeast, but owing to the topography this is not thought to constitute an undue threat. This area suffered the heaviest damage in the City at the time of the earthquake and fire of 1906 and has been practically all rebuilt since that time. This is a distinctly Italian area insofar as one to four-family units are concerned, and many of the old Italian families have homes here. Single-family residences have an average age of 25 years and are valued at from $4,000 to $15,000 being 75% owner-occupied with a very few vacancies. The area is 95% developed and there is a distinct threat of encroachment by business and apartment houses. Schools of all grades are conveniently near, and transportation facilities are excellent. It also has the advantage of being near the business and shopping centers. High assessment values makes single-family residential ownership a burden, and none of the mortgagee institutions entertain applications for loans on one to four-family units in this area except in the extreme northern part and then upon very much modified terms. A standard six-room house in this area would have sold for $6500 in 1929, $5,000 in 1933, and is currently selling for $5750. The same home would have rented for $65 in 1929, $45 in 1933, and $55 now."
San Francisco,NA,D6,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This area is made up of low rolling hills with gentle slopes. There are approximately 65 blocks contained therein, which are 60% built-up. The inhabitants consist of laborers, factory workers, and ""white collar"" workers, with an income range of from $1200 to $2,000. No racial concentrations exist, no is there any threat of such a condition in the future; however, many of the inhabitants are of foreign extraction and belong to the so-called lower levels of society. Maintenance is fair in the certain spots in the area, but, generally speaking, there is but little pride of ownership in evidence. Development in this area has been slow and undirected and has extended over the past 30 years. The improvements are a heterogeneous mixture of single-and multi-family, low-cost homes and bungalows, constructed of frame, shingle and stucco, and having a cost range of from $2,000 to $4,000, and an average age of 20 years. This area is zoned first-residential, with the exception of a strop along Capitol and Plymoth Streets which is zoned for business. Homes are approximately 80% owner-occupied, 15% rented, and 5% vacant. Schools of all grades and transportation facilities are conveniently available. Balboa Pakr joins the area on the north, and Ocean View Playgrounds is in the area, both of which add to desirability. However, a gravel pit and car barns which adjoin on the northeast, and the railroad spur tracks which bound and traverse the area constitute detrimental influences. Newer construction is of a better quality than the older improvements, and an upward trend is indicated. Demand for property in this location is limited and mortgagee officials express the belief that while good loans can be made in the area on modified terms, great care should be exercised in making commitments. A standard six room house in this area would have sold for $4750 in 1929, $3500 in 1933, and is currently selling for $4,000. The same home would have rented for $45 in 1929, $32.50 in 1933, and $40 now. ",NA,"This area is made up of low rolling hills with gentle slopes. There are approximately 65 blocks contained therein, which are 60% built-up. The inhabitants consist of laborers, factory workers, and ""white collar"" workers, with an income range of from $1200 to $2,000. No racial concentrations exist, no is there any threat of such a condition in the future; however, many of the inhabitants are of foreign extraction and belong to the so-called lower levels of society. Maintenance is fair in the certain spots in the area, but, generally speaking, there is but little pride of ownership in evidence. Development in this area has been slow and undirected and has extended over the past 30 years. The improvements are a heterogeneous mixture of single-and multi-family, low-cost homes and bungalows, constructed of frame, shingle and stucco, and having a cost range of from $2,000 to $4,000, and an average age of 20 years. This area is zoned first-residential, with the exception of a strop along Capitol and Plymoth Streets which is zoned for business. Homes are approximately 80% owner-occupied, 15% rented, and 5% vacant. Schools of all grades and transportation facilities are conveniently available. Balboa Pakr joins the area on the north, and Ocean View Playgrounds is in the area, both of which add to desirability. However, a gravel pit and car barns which adjoin on the northeast, and the railroad spur tracks which bound and traverse the area constitute detrimental influences. Newer construction is of a better quality than the older improvements, and an upward trend is indicated. Demand for property in this location is limited and mortgagee officials express the belief that while good loans can be made in the area on modified terms, great care should be exercised in making commitments. A standard six room house in this area would have sold for $4750 in 1929, $3500 in 1933, and is currently selling for $4,000. The same home would have rented for $45 in 1929, $32.50 in 1933, and $40 now. "
San Francisco,NA,D7,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This area consists of approximately 35 blocks and is 75% built-up. It is of a generally rolling topography, sloping to the southeast and having some hills and bluffs in the northern part. The inhabitants are, for the most part, laborers and factory workers, with some skilled artisans, and the income range is from $1,000 to $2500. There are no racial concentrations but the majority of those dwellings within the area are of the lower social strata. Maintenance is generally only fair, but certain individual properties evidence some pride of ownership. The area is 35 years old and is still developing. The improvements are a heterogeneous mixture of single and multi-family residences of varied types of construction and architectural design. A few fractional blocks in the southeastern part are zoned for business, and the rest of the area is zoned first-residential. The area is 75% owner-occupied, with approximately 3% vacancies. Schools of all grades, parks, and recreational areas are conveniently located, but transportation facilities are only fair. The climatic condition is good. There is evidence of an upward trend in this area, as newer construction is of distinctly better quality. Mortgagee officials are of the opinion that good loans upon modified terms may be made in the area if care is exercised. A standard six-room house in this area would have sold for $5,000 in 1929, $3750 in 1933, and is currently selling for $4250. The same home would have rented for $47.50 in 1929, $35.00 in 1933, and $40,00 now.",NA,"This area consists of approximately 35 blocks and is 75% built-up. It is of a generally rolling topography, sloping to the southeast and having some hills and bluffs in the northern part. The inhabitants are, for the most part, laborers and factory workers, with some skilled artisans, and the income range is from $1,000 to $2500. There are no racial concentrations but the majority of those dwellings within the area are of the lower social strata. Maintenance is generally only fair, but certain individual properties evidence some pride of ownership. The area is 35 years old and is still developing. The improvements are a heterogeneous mixture of single and multi-family residences of varied types of construction and architectural design. A few fractional blocks in the southeastern part are zoned for business, and the rest of the area is zoned first-residential. The area is 75% owner-occupied, with approximately 3% vacancies. Schools of all grades, parks, and recreational areas are conveniently located, but transportation facilities are only fair. The climatic condition is good. There is evidence of an upward trend in this area, as newer construction is of distinctly better quality. Mortgagee officials are of the opinion that good loans upon modified terms may be made in the area if care is exercised. A standard six-room house in this area would have sold for $5,000 in 1929, $3750 in 1933, and is currently selling for $4250. The same home would have rented for $47.50 in 1929, $35.00 in 1933, and $40,00 now."
San Francisco,NA,D8,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This area of some 60 blocks which are 95% built-up lies to the west of Valencia Street and is part of what is known as the Mission District. It has comparatively level topography. The area as a whole is 45 years old, and its inhabitants include people from almost every stratum of society. It is occupied by laborers and factory workers with incomes of from $1000 to $2000 and by ""white collar"" workers, city employees, and shop-keepers with incomes ranging from $1500 to $3,000. There is no racial concentration, but people of Irish extract might be said to predominate. There is no immediate threat of undesirable racial infiltration but such an eventually is distinctly possible. Maintenance in the area is extremely varied and spotted. Some of the intermingling blocks show distinct pride of ownership, while others are indicative of slum conditions. Single-family residences range in value all the way from $2,000 to $7500, and consist of varied types of architecture and construction. The area is zoned second-residential but many blocks are given over to business. Multi-family dwellings, flats and apartments abound throughout the area, and that part lying north of 18th Street might almost be classed ""commercial"" as it contains but few single-family dwellings and a large percentage is given over to business; many shops, markets, and stores, and a few semi-industrial establishments being located here. Single-family dwellings are 70% owner-occupied with about 25% tenancy, and 5% vacancy. Schools and transportation facilities are conveniently available, and parks and recreational areas are near. The Mission Dolores, one of the oldest structures in the City, is located in this area. Climatic conditions in this section are the most equitable in the City, and many residents will live in no other section. Officials of mortgagee institutions are very favorably disposed toward the Mission District of which this area is a part. However, it is very generally recognized that each application must be judged upon the merits of the sectary offer, and terms modified accordingly. A standard six-room house in this area would have sold for $6,000 in 1929, $4,000 in 1933, and is currently selling for $5,000. The same home would have rented for $55 in 1929, $37.50 in 19333, and $45 now.",NA,"This area of some 60 blocks which are 95% built-up lies to the west of Valencia Street and is part of what is known as the Mission District. It has comparatively level topography. The area as a whole is 45 years old, and its inhabitants include people from almost every stratum of society. It is occupied by laborers and factory workers with incomes of from $1000 to $2000 and by ""white collar"" workers, city employees, and shop-keepers with incomes ranging from $1500 to $3,000. There is no racial concentration, but people of Irish extract might be said to predominate. There is no immediate threat of undesirable racial infiltration but such an eventually is distinctly possible. Maintenance in the area is extremely varied and spotted. Some of the intermingling blocks show distinct pride of ownership, while others are indicative of slum conditions. Single-family residences range in value all the way from $2,000 to $7500, and consist of varied types of architecture and construction. The area is zoned second-residential but many blocks are given over to business. Multi-family dwellings, flats and apartments abound throughout the area, and that part lying north of 18th Street might almost be classed ""commercial"" as it contains but few single-family dwellings and a large percentage is given over to business; many shops, markets, and stores, and a few semi-industrial establishments being located here. Single-family dwellings are 70% owner-occupied with about 25% tenancy, and 5% vacancy. Schools and transportation facilities are conveniently available, and parks and recreational areas are near. The Mission Dolores, one of the oldest structures in the City, is located in this area. Climatic conditions in this section are the most equitable in the City, and many residents will live in no other section. Officials of mortgagee institutions are very favorably disposed toward the Mission District of which this area is a part. However, it is very generally recognized that each application must be judged upon the merits of the sectary offer, and terms modified accordingly. A standard six-room house in this area would have sold for $6,000 in 1929, $4,000 in 1933, and is currently selling for $5,000. The same home would have rented for $55 in 1929, $37.50 in 19333, and $45 now."
San Francisco,NA,D9,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This area of 36 blocks occupies a fairly level vale with rising topography surrounding it. It is approximately 85% built-up and is largely inhabited by ""white collar"" workers, laborers, factory workers, etc. having incomes ranging from $1,000 to $2400. There are no racial concentrations, and foreign infiltration is felt to be remote. Maintenance is generally mediocre, but certain spots in the area evidence a fair pride of ownership. This district is approximately 40 years old and has had an intermittent development. The improvements range from new to the age of the area and consist of various and sundry types of houses, bungalows, flats and apartments. The single-family residences are valued at from $3,000 to $6,000 and are 75% owner-occupied, with 23% tenancies and 2% vacancies. The area is zoned  second-residential with a few blocks permitting business structures which are occupied by shops and markets. Schools and transportation facilities, parks, and playgrounds are all conveniently available. Mortgagee officials quite generally recognize that while safe loans may be made in the area, great care must be exercised. A standard six-room house in this area would have sold for $5,000 in 1929, $3,000 in 1933, and is currently selling for $4,000. The same home would have rented for $50 in 1929, $30 in 1933, and $40 now.",NA,"This area of 36 blocks occupies a fairly level vale with rising topography surrounding it. It is approximately 85% built-up and is largely inhabited by ""white collar"" workers, laborers, factory workers, etc. having incomes ranging from $1,000 to $2400. There are no racial concentrations, and foreign infiltration is felt to be remote. Maintenance is generally mediocre, but certain spots in the area evidence a fair pride of ownership. This district is approximately 40 years old and has had an intermittent development. The improvements range from new to the age of the area and consist of various and sundry types of houses, bungalows, flats and apartments. The single-family residences are valued at from $3,000 to $6,000 and are 75% owner-occupied, with 23% tenancies and 2% vacancies. The area is zoned  second-residential with a few blocks permitting business structures which are occupied by shops and markets. Schools and transportation facilities, parks, and playgrounds are all conveniently available. Mortgagee officials quite generally recognize that while safe loans may be made in the area, great care must be exercised. A standard six-room house in this area would have sold for $5,000 in 1929, $3,000 in 1933, and is currently selling for $4,000. The same home would have rented for $50 in 1929, $30 in 1933, and $40 now."
San Francisco,NA,D10,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This area of 25 blocks is known as Holly Park Circle and occupies a gentle slope running generally from east to west. It is approximately 85% built-up, and the inhabitants consist of small business men, ""white collar"" employees, skilled artisans, and service employees, having incomes ranging from $1,000 to $2500. There are no racial concentrations at present, and threat of infiltration is remote. Maintenance in general denotes pride of ownership. The area as a whole is approximately 40 years old, and the improvements range in age from 10 to 40 years. The dwellings consist of single-family, row and detached, frame and stucco houses and bungalows, with a few flats and apartments, and the cost range of single-family dwellings is from $2500 to $5,000. The area is zoned second-residential with a few blocks on the outskirts given over to neighborhood shops and markets. Single-family dwellings are 80% owner-occupied, 23% rented, and 2% vacant. Schools of all grades, transportation facilities, parks, and recreational areas are all conveniently available, and splendid climatic conditions prevail. Holly Park, including one of the city's reservoirs, is within the confines of the area. This district would have been accorded a higher grading had it not been for the undesirable influences of the areas which surround it on the northwest and east, and from which there is an infiltration of lower income groups. A standard six-room house in this area would have sold for $5,000 in 1929, $3,000 in 1933, and is currently selling for $4,000. The same home would have rented for $50 in 1929, $30 in 1933, and $40 now.",NA,"This area of 25 blocks is known as Holly Park Circle and occupies a gentle slope running generally from east to west. It is approximately 85% built-up, and the inhabitants consist of small business men, ""white collar"" employees, skilled artisans, and service employees, having incomes ranging from $1,000 to $2500. There are no racial concentrations at present, and threat of infiltration is remote. Maintenance in general denotes pride of ownership. The area as a whole is approximately 40 years old, and the improvements range in age from 10 to 40 years. The dwellings consist of single-family, row and detached, frame and stucco houses and bungalows, with a few flats and apartments, and the cost range of single-family dwellings is from $2500 to $5,000. The area is zoned second-residential with a few blocks on the outskirts given over to neighborhood shops and markets. Single-family dwellings are 80% owner-occupied, 23% rented, and 2% vacant. Schools of all grades, transportation facilities, parks, and recreational areas are all conveniently available, and splendid climatic conditions prevail. Holly Park, including one of the city's reservoirs, is within the confines of the area. This district would have been accorded a higher grading had it not been for the undesirable influences of the areas which surround it on the northwest and east, and from which there is an infiltration of lower income groups. A standard six-room house in this area would have sold for $5,000 in 1929, $3,000 in 1933, and is currently selling for $4,000. The same home would have rented for $50 in 1929, $30 in 1933, and $40 now."
San Francisco,NA,D11,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This large, irregularly-shaped area of some 130 blocks has a generally undulating topography and is 70% developed. It might well be called the ""Little Europe"" of San Francisco, as it is occupied very largely by second-generation representatives of all European nations, (Italians predominating), who are employed as laborers, factory workers, and service group employees with incomes ranging from $800 to $2,000. The names of the streets are a fair index of the cosmopolitan character of its inhabitants. The population is thought to be more or less stationary and in many ways exhibit characteristics indicative of pride of ownership. A heterogeneous development has existed in this area over the past 35 years. Dwellings consist of single and multi-family, row houses and bungalows of many types of architecture and construction, having a cost range of from $1500 to $5,000 when new. The area is zoned first residential, with fractional blocks along Mission, Brazil, and Russia Streets reserved for business. The homes are 75% owner-occupied, 20% rented and 5% vacant. Schools of all grades, transportation facilities, parks, and recreational areas are all conveniently available, and general climatic conditions are favorable. There is evidence that this district may develop into a higher grading. Some mortgagee institutions do not include the area in their lending territory, but a majority will receive applications and make loans upon variously modified terms. A standard six-room house in this area would have sold for $4250 in 1929, $3000 in 1933, and is currently selling for $3750. The same home would have rented for $42.50 in 1929, $27.50 in 1933, and $37.50 now.",NA,"This large, irregularly-shaped area of some 130 blocks has a generally undulating topography and is 70% developed. It might well be called the ""Little Europe"" of San Francisco, as it is occupied very largely by second-generation representatives of all European nations, (Italians predominating), who are employed as laborers, factory workers, and service group employees with incomes ranging from $800 to $2,000. The names of the streets are a fair index of the cosmopolitan character of its inhabitants. The population is thought to be more or less stationary and in many ways exhibit characteristics indicative of pride of ownership. A heterogeneous development has existed in this area over the past 35 years. Dwellings consist of single and multi-family, row houses and bungalows of many types of architecture and construction, having a cost range of from $1500 to $5,000 when new. The area is zoned first residential, with fractional blocks along Mission, Brazil, and Russia Streets reserved for business. The homes are 75% owner-occupied, 20% rented and 5% vacant. Schools of all grades, transportation facilities, parks, and recreational areas are all conveniently available, and general climatic conditions are favorable. There is evidence that this district may develop into a higher grading. Some mortgagee institutions do not include the area in their lending territory, but a majority will receive applications and make loans upon variously modified terms. A standard six-room house in this area would have sold for $4250 in 1929, $3000 in 1933, and is currently selling for $3750. The same home would have rented for $42.50 in 1929, $27.50 in 1933, and $37.50 now."
